Date,Temp,Temp_Max,Temp_Min,WS,WD,PRE,HUM,SP
28-05-2020,36.86,44.81,28.8,6.05,298.38,0,9.22,96.63
29-05-2020,37.1,44.05,29.57,5.88,299.75,0,11.05,96.69
30-05-2020,36.76,42.28,31.17,3.34,291.25,0.07,12.15,96.82
31-05-2020,36.56,42.76,30.98,3.45,173.75,0.35,11.54,96.94
01-06-2020,32.65,37.62,29.51,4.96,221.94,3.35,14.22,97.17
02-06-2020,29.83,34.24,26.01,3.1,216.88,8.35,14.95,97.12
03-06-2020,27.07,31.26,24.56,3.56,133.06,22.76,17.46,96.95
04-06-2020,28.06,33.24,23.82,9.6,220.44,1.95,16.05,96.59
05-06-2020,29.49,36.42,22.64,3.72,292.44,0.28,15.44,96.85
06-06-2020,30.14,36.62,24.64,4.02,303.12,1.85,14.16,96.82
07-06-2020,30.17,36.23,24.46,5.18,302.81,1.68,15.14,96.79
08-06-2020,30.58,36.47,25.22,4.98,303.94,0.16,15.93,96.78
09-06-2020,31.64,38.39,24.85,4.7,314.12,2.17,15.2,96.76
10-06-2020,31.8,37.64,26.08,4.43,313.62,6.68,17.21,96.62
11-06-2020,29.94,35,25.97,5.04,299,26.46,19.23,96.39
12-06-2020,28.79,32.56,25.72,4.33,305.44,10.04,19.17,96.33
13-06-2020,28.37,32.11,25.15,2.34,270.75,5.21,19.1,96.41
14-06-2020,28.84,32.06,25.56,1.47,270.38,6.55,19.59,96.52
15-06-2020,29.01,33.71,25.63,2.34,236.94,8.58,19.35,96.44
16-06-2020,28.65,32.66,25.7,3.02,254.5,6.48,19.1,96.38
17-06-2020,29.95,35.52,25.03,3.31,254.94,2.39,17.88,96.43
18-06-2020,29.23,34.5,25.21,4.71,252.88,5.24,18.13,96.59
19-06-2020,29.32,34.69,25.08,4.85,286.31,4.65,18.43,96.71
20-06-2020,29.37,34.45,25.19,5.48,303.62,0.19,17.21,96.75
21-06-2020,28.22,32.41,25.33,5.7,286.38,1.04,17.82,96.66
22-06-2020,27.83,31.2,25.11,5.05,284.31,8.15,18.55,96.54
23-06-2020,27.8,31.57,25.08,3.73,281.19,0.87,18.37,96.72
24-06-2020,30.36,36.33,24.05,1.73,215.06,1.85,18.01,96.78
25-06-2020,31.36,36.21,26.19,1.61,234.94,3.43,19.1,96.68
26-06-2020,30.15,36.07,26.05,2.5,162.62,13.77,18.68,96.73
27-06-2020,28.51,32.41,25.48,1.56,120.06,4.84,19.29,96.76
28-06-2020,28.21,32.16,25.24,1.7,273.69,2.11,19.1,96.75
29-06-2020,27.67,30.78,25.22,1.96,152.31,7.31,19.78,96.71
30-06-2020,29.4,33.71,24.63,1.69,148.81,8.44,18.98,96.65
01-07-2020,29.68,34.44,25.26,1.55,261.06,11.37,19.59,96.59
02-07-2020,29.87,34.61,25.51,4.23,286.31,5.76,19.59,96.47
03-07-2020,28.41,31.32,25.87,3.48,277.25,3.77,20.14,96.43
04-07-2020,27.2,30.75,24.01,3.16,171.81,13.46,19.65,96.29
05-07-2020,26.58,29.33,24.49,4.87,248.62,11.96,19.53,96.29
06-07-2020,26.78,30.44,23.94,4.75,232.12,7.06,18.74,96.39
07-07-2020,27.99,32.71,23.72,4.18,200.69,1.88,18.8,96.56
08-07-2020,29.21,34.57,23.79,3.45,228.75,6.65,18.62,96.73
09-07-2020,28.39,32.19,24.98,3.72,275.69,15.98,19.35,96.69
10-07-2020,27.56,31.01,25.1,3.34,273.19,17.21,19.65,96.73
11-07-2020,27.73,31.01,24.66,3.39,254.75,1.8,19.04,96.71
12-07-2020,28.17,32,24.58,3.29,269.69,7.8,19.04,96.73
13-07-2020,27.38,30.65,24.67,3.02,279.06,13.44,18.98,96.67
14-07-2020,27.55,31.41,23.9,2.73,295.62,12.79,19.53,96.62
15-07-2020,27.51,31.16,24.9,1.83,160.06,43.92,20.39,96.42
16-07-2020,27.93,32.47,23.97,1.41,116.56,16.01,19.71,96.26
17-07-2020,27.45,31.51,24.09,3.7,207.69,0.35,18.62,96.44
18-07-2020,28.92,33.48,24.39,2.48,211.5,0.08,19.78,96.64
19-07-2020,27.48,30.58,25.05,3.77,263.69,5.41,19.84,96.75
20-07-2020,27.56,31.79,24.12,3.07,215.38,4.66,19.59,96.66
21-07-2020,26.57,28.37,24.75,1.57,247.12,13.55,19.53,96.86
22-07-2020,27.77,31.94,23.9,1.84,203.19,10.46,19.71,96.91
23-07-2020,26.82,30.17,24.58,2.34,248.75,39.07,20.08,96.83
24-07-2020,27.3,31.26,23.74,1.74,212.56,1.44,18.92,96.89
25-07-2020,26.19,29.56,23.94,2.2,172.5,9.58,18.68,97.02
26-07-2020,27.32,31.72,22.65,2.16,176.06,0.38,18.55,97.1
27-07-2020,28.31,32.73,23.78,1.83,257.31,0.1,19.53,96.94
28-07-2020,27.45,30.31,24.71,2.84,311.44,11.09,20.2,96.81
29-07-2020,27.73,31.37,24.58,1.48,229.12,20.34,19.35,96.72
30-07-2020,28.12,32.65,24.11,1.78,183.56,2.47,19.47,96.77
31-07-2020,28.13,31.76,24.46,2.93,153.06,11.5,20.32,96.74
01-08-2020,28.29,31.63,24.99,1.91,155.06,3.98,20.69,96.69
02-08-2020,28.44,32.37,25.2,1.73,273.75,8.34,20.57,96.57
03-08-2020,26.95,30.33,24.46,2.04,292.56,11.02,19.65,96.35
04-08-2020,27.3,30.92,24.1,3.16,227.56,2.4,19.41,96.09
05-08-2020,26.93,31.01,24.38,3.98,184.62,8.35,19.41,95.83
06-08-2020,26.9,31.3,24.26,4.03,222.19,0.66,19.29,95.97
07-08-2020,27.78,32.46,23.25,3.41,219.75,0.34,19.29,96.52
08-08-2020,27.56,31.42,24.38,4.46,272.69,0.73,19.71,96.62
09-08-2020,27.37,31.51,24.19,5.44,283.38,6.63,19.59,96.49
10-08-2020,25.88,27.73,24.4,5.25,257.88,14.69,19.47,96.5
11-08-2020,27.31,31.48,24.55,4.66,268.69,2.69,19.78,96.62
12-08-2020,26.48,28.95,24.35,4.78,265.81,5.92,19.84,96.72
13-08-2020,25.5,27.66,23.58,6.15,262.5,26.1,19.53,96.51
14-08-2020,26.11,29.56,23.36,6.45,256.88,33.26,19.9,96.35
15-08-2020,25.9,28.98,23.51,5.31,259.94,3.55,19.35,96.44
16-08-2020,25.48,27.91,23.59,4.96,251.56,11.07,19.1,96.52
17-08-2020,25.72,28.65,23.39,4.71,263.75,15.82,19.23,96.51
18-08-2020,25.65,29.1,22.63,4.92,270.56,11.42,18.86,96.62
19-08-2020,26.24,29.7,23.81,4.76,275.31,7.84,19.71,96.54
20-08-2020,26.04,28.8,23.94,5.23,276.88,4.88,19.96,96.41
21-08-2020,25.54,27.08,24.05,5.85,249.62,27.07,19.65,96.54
22-08-2020,26.12,29.81,23.09,5.54,240.31,11.1,19.53,96.67
23-08-2020,27.05,31.01,23.71,4.59,232.38,2.43,19.78,96.75
24-08-2020,27,31.1,23.04,3.88,242.12,1.86,19.53,96.86
25-08-2020,26.89,30.91,23.25,3.48,277.5,0.08,19.35,97.07
26-08-2020,25.87,28.73,23.71,3.53,303.62,0.26,18.86,97.1
27-08-2020,25.05,27.48,23.58,5.24,285.19,2.74,18.43,96.92
28-08-2020,24.81,26.99,22.95,5.25,272.25,29.67,18.86,96.76
29-08-2020,25.34,28.69,23.18,4.25,251.62,6.44,18.8,96.77
30-08-2020,26.2,30.54,22.8,3.82,236.5,0.29,18.86,96.88
31-08-2020,26.74,31.34,22.01,2.7,262.5,0.06,18.8,97.04
01-09-2020,26.66,30.43,23.83,3.1,311.62,0,18.49,97.11
02-09-2020,26.14,30.12,22.11,2.51,166.06,0.02,17.58,97.14
03-09-2020,27.31,31.83,22.58,1.58,178.56,0,18.25,97.15
04-09-2020,27.42,31.73,22.82,1.95,137.69,2.78,18.98,97.12
05-09-2020,27.87,31.76,23.9,1.61,207.5,4.66,18.55,97.02
06-09-2020,27.73,31.56,23.65,1.7,208,1.44,18.92,96.93
07-09-2020,27.56,31.23,23.79,1.59,249.25,4.6,18.86,96.99
08-09-2020,26.83,30.07,23.74,1.9,277.56,7.31,19.53,97.03
09-09-2020,27.96,31.25,24.06,1.07,248.75,3.39,19.41,96.96
10-09-2020,26.92,30.67,24.36,2.08,296.81,9.83,20.08,96.71
11-09-2020,26.5,29.84,24.13,1.68,297.94,12.6,20.45,96.67
12-09-2020,26.87,30.45,24.15,1.3,175.81,5.95,19.78,96.89
13-09-2020,26.71,30.12,23.89,1.84,94.31,4.49,19.9,96.92
14-09-2020,27.66,31.06,24.15,1.76,71.56,9.87,19.59,96.84
15-09-2020,27.37,31.14,23.88,2,152.5,3.8,19.96,96.82
16-09-2020,27.7,30.55,24.23,1.2,105.75,2.67,19.84,96.84
17-09-2020,28.64,32.35,24.39,0.89,204.5,0.61,20.02,96.84
18-09-2020,27.94,31.43,24.96,2.5,164.94,2.76,20.87,96.73
19-09-2020,27.74,31.52,25.08,2.75,293.81,9.28,21.18,96.54
20-09-2020,26.15,28.4,24.34,1.95,106.94,6.39,19.71,96.43
21-09-2020,26.08,28.01,24.18,1.61,242.44,9.25,19.53,96.33
22-09-2020,27.01,30.8,23.28,1.49,279.69,19.97,20.08,96.38
23-09-2020,26.97,30.66,24.26,3.69,208,8.16,20.26,96.54
24-09-2020,26.25,29.48,23.84,3.85,260.75,2.46,20.02,96.82
25-09-2020,27.11,31.08,24.08,2.48,310.06,0.06,19.84,96.91
26-09-2020,26.61,30.27,23.93,2.57,312.5,0.07,19.23,96.88
27-09-2020,25.47,28.98,23.33,3.42,312.69,0.98,18.25,97.1
28-09-2020,25.67,30.32,21.62,3.59,326.06,0.39,17.88,97.15
29-09-2020,25.78,30.09,21.4,3.04,331.88,1.39,18.07,97.05
30-09-2020,25.63,29.06,23.39,2.62,261.44,0.54,18.43,96.96
01-10-2020,25.53,29.47,22.26,3.12,312.81,0.46,17.88,96.99
02-10-2020,26.03,31.72,21.59,3.53,334.06,0.7,17.76,96.98
03-10-2020,25.72,31.08,21.58,3.28,267.06,0,16.36,97.02
04-10-2020,25.22,31.21,21.15,3.34,335.56,0,15.87,97.08
05-10-2020,24.73,31.12,19.7,3.46,337,0,15.62,97.06
06-10-2020,24.01,29.54,20.25,2.38,168.94,0.22,14.34,97.1
07-10-2020,22.26,26.17,19.44,2.33,173.25,4.89,14.16,97.27
08-10-2020,24.79,29.76,19.47,2.28,65.12,1.85,17.09,97.18
09-10-2020,26.05,29.76,23.18,1.92,85.31,2.49,19.35,97.17
10-10-2020,25.44,27.95,23.69,1.29,306.75,0.63,19.1,97.08
11-10-2020,25.33,27.84,22.81,1.49,147.88,7.02,18.68,96.91
12-10-2020,26.03,30.28,22.75,2.5,120.19,5.1,19.04,96.77
13-10-2020,26.04,29.52,22.69,3.06,64.5,2.89,19.04,96.72
14-10-2020,25.62,29.33,23.44,5.07,51.69,4.16,19.29,96.71
15-10-2020,25.98,29.94,23.35,4.02,87,1.14,19.17,96.79
16-10-2020,25.8,29.97,22.66,3.2,100.62,3.52,18.92,96.86
17-10-2020,25.44,27.9,22.97,2.06,93.19,4.75,19.23,96.98
18-10-2020,26.38,30.54,22.76,2.49,87.62,0.12,18.98,97.07
19-10-2020,26.65,31.04,22.4,2.08,54.75,0.06,18.49,97.05
20-10-2020,26.4,30.85,22.45,2.39,69.44,0.33,18.43,97.05
21-10-2020,25.6,30.23,21.1,2.28,56.5,0.05,17.15,97.13
22-10-2020,25.61,30.78,21.29,2.31,50.56,0.17,16.05,97.04
23-10-2020,25.06,30.98,18.79,1.88,252.62,0,13.85,97.07
24-10-2020,25.69,31.3,20.86,1.29,142.94,0,14.95,97.21
25-10-2020,24.9,29.53,20.62,1.27,109.88,0,15.62,97.44
26-10-2020,25.36,29.51,20.94,0.98,162.56,0.27,14.89,97.56
27-10-2020,24.27,29.7,19.42,1.37,128.69,0.04,13.49,97.51
28-10-2020,23.61,29.23,18.79,1.12,118.62,0,12.39,97.59
29-10-2020,23.83,29.1,19.26,1.16,67.19,0,12.39,97.61
30-10-2020,22.94,29,17.39,2.13,50.69,0,12.94,97.58
31-10-2020,22.21,28.24,17.29,2.31,57.56,0,12.51,97.58
01-11-2020,20.81,27.85,15.13,2.62,40.06,0,10.86,97.65
02-11-2020,20.6,27.98,14.57,2.88,44.38,0,10.74,97.75
03-11-2020,20.95,28.69,14.62,2.57,29,0,10.44,97.76
04-11-2020,21.15,28.5,13.73,2.02,25.69,0,8.61,97.7
05-11-2020,20.9,28.02,14.66,1.7,59.44,0,8.61,97.77
06-11-2020,19.42,27.45,12.03,2.64,61.19,0,9.89,97.95
07-11-2020,18.93,27.29,12.37,3.03,59,0,9.22,98.03
08-11-2020,18.48,26.78,11.87,2.8,59.12,0,9.28,98.06
09-11-2020,17.9,26.17,11.08,2.58,59,0,8.85,97.92
10-11-2020,17.26,25.47,10.05,2.62,64.38,0,8.54,97.74
11-11-2020,18.4,26.35,11.06,2.55,60.94,0,9.89,97.8
12-11-2020,22,27.87,16.36,3.05,69.31,0,14.4,97.83
13-11-2020,23.49,29.17,19.19,2.8,83.5,0,15.56,97.79
14-11-2020,22.4,29.48,16.65,2.89,85.19,0,13.73,97.67
15-11-2020,22.3,29.6,16.48,3.17,99.31,0,13.67,97.71
16-11-2020,23.48,30.35,17.2,2.49,92.38,0,14.95,97.69
17-11-2020,23.85,29.78,19.26,2.52,104.12,0,14.71,97.6
18-11-2020,24,30.87,18.98,2.4,161.19,0,14.22,97.52
19-11-2020,24.53,30.95,18.8,2.21,168.94,0.99,14.83,97.52
20-11-2020,24.69,29.92,21.01,1.91,185.75,3.13,15.87,97.56
21-11-2020,22.38,28.31,17.89,2.66,55.06,0,13.06,97.7
22-11-2020,19.22,26.77,13.41,2.83,71.44,0,9.52,97.86
23-11-2020,18.5,27.53,11.05,2.62,75.19,0,8.97,97.85
24-11-2020,18.58,27.81,11.35,2.94,79.31,0,8.85,97.8
25-11-2020,18.48,27.33,11.11,3.27,74.94,0,9.16,97.75
26-11-2020,20.76,27.75,15.79,3.76,76.25,0,11.41,97.79
27-11-2020,20.62,26.58,16.16,4.05,65.38,0,11.72,97.96
28-11-2020,20.86,28.3,15.55,4,69.25,0,11.05,98.01
29-11-2020,21.07,29.01,14.75,2.86,77.06,0,10.68,97.93
30-11-2020,21.75,29.65,15.91,2.77,75,0,11.9,97.87
01-12-2020,20.75,28.94,14.77,2.88,75.5,0,10.93,97.91
02-12-2020,20.2,28.82,13.14,2.5,73.81,0,9.7,97.81
03-12-2020,19.73,28.91,12.37,2.5,74.19,0,8.73,97.74
04-12-2020,19.55,29.24,12.33,2.55,78.75,0,8.54,97.64
05-12-2020,19.4,29.08,12.05,2.89,87.44,0,8.24,97.71
06-12-2020,19.23,29.4,11.26,2.85,83.19,0,8.54,97.86
07-12-2020,19.67,29.82,11.69,2.7,81.31,0,8.91,98
08-12-2020,19.62,29.53,11.91,2.68,84.56,0,8.79,97.98
09-12-2020,19.96,29.28,12.86,2.25,88.81,0,8.85,97.84
10-12-2020,20.15,28.89,13.65,2.55,99.06,0,9.03,97.74
11-12-2020,20.67,28.91,14.17,2.25,93.5,0.07,9.89,97.74
12-12-2020,20.88,28.16,15.43,2.65,83.25,0.24,10.44,97.71
13-12-2020,20.58,27.09,15.27,2.54,78.75,0.3,10.74,97.61
14-12-2020,21.59,28.11,16.54,3,93.69,0.09,11.29,97.63
15-12-2020,21.79,28.69,16.05,2.93,114.94,0.03,11.84,97.78
16-12-2020,22.19,29.32,16.42,2.32,99.06,0,12.21,97.89
17-12-2020,21.2,28.19,15.4,2.09,93.38,0,11.17,97.9
18-12-2020,19.93,27.44,14.16,2.36,64.38,0,10.25,97.92
19-12-2020,17.91,26.2,11.75,2.91,64.38,0,7.63,98.06
20-12-2020,16.4,26.4,8.29,3.17,63.69,0,5.43,98.11
21-12-2020,16.31,26.01,7.9,2.71,65.12,0,5.37,97.92
22-12-2020,16.58,26.6,7.8,2.77,75.25,0,5.62,97.8
23-12-2020,16.58,26.62,8.75,2.51,82.75,0,6.1,97.69
24-12-2020,17.08,27.53,9.13,2.5,79.56,0,6.71,97.64
25-12-2020,17.23,27.44,9.28,3.27,75.31,0,6.41,97.78
26-12-2020,17.34,28.12,8.9,2.81,81.31,0,6.59,97.82
27-12-2020,18.28,29.06,9.8,2.2,130.44,0,7.32,97.69
28-12-2020,19.18,28.87,11.34,1.88,173.81,0,8.12,97.61
29-12-2020,19.36,28.29,12.34,2.48,86.38,0,8.61,97.65
30-12-2020,18.88,27.82,11.71,3.07,80.88,0,8.79,97.75
31-12-2020,18.86,27.73,12.24,3.14,77.94,0,8.61,97.82
01-01-2021,18.83,27.15,12.32,3.21,86.06,0.11,8.54,97.82
02-01-2021,19.62,26.6,14.01,2.68,88,0,9.89,97.76
03-01-2021,20.63,28.54,15.07,2.84,115.56,0,10.31,97.61
04-01-2021,20.41,28.3,13.78,3.17,109.56,0.01,9.64,97.61
05-01-2021,20.84,27.95,14.87,3.02,92.06,0.56,10.01,97.7
06-01-2021,23.28,31.03,17.44,1.95,70.38,0.06,9.83,97.6
07-01-2021,23.66,30.73,17.48,2.59,81.19,0.13,10.56,97.45
08-01-2021,24.15,30.52,18.84,3.72,94.56,0.04,12.27,97.39
09-01-2021,23.93,31.95,17.28,3.04,112.81,0,9.7,97.44
10-01-2021,23.87,32.48,16.7,2.22,83.94,0,9.09,97.54
11-01-2021,23.99,32.48,16.99,2.77,75.94,0,9.95,97.65
12-01-2021,23.79,32.42,16.99,2.54,51.31,0,9.7,97.7
13-01-2021,21.98,31.4,14.67,2.65,59.56,0,7.02,97.69
14-01-2021,20.51,30.61,12.49,3.07,70.44,0,5.49,97.65
15-01-2021,20.27,31.17,10.9,2.59,72.81,0,5.43,97.56
16-01-2021,21.24,31.15,13.16,2.61,82.81,0,5.68,97.44
17-01-2021,21.69,31.55,13.85,3.18,90.44,0,5.8,97.57
18-01-2021,21.24,30.85,13.26,2.86,89.94,0,6.23,97.67
19-01-2021,23.93,32.43,15.15,1.56,182.19,0,8.61,97.53
20-01-2021,24.26,32.76,17.42,1.97,209.25,0,8.54,97.55
21-01-2021,21.98,31.62,14.36,3.11,54.38,0,5.55,97.61
22-01-2021,20.6,30.92,12.16,2.98,74.25,0,4.52,97.65
23-01-2021,21.41,32.13,11.45,1.83,148.56,0,4.94,97.54
24-01-2021,23.05,33.51,14.53,2.24,227.94,0,6.16,97.56
25-01-2021,22.67,32.06,14.01,2.21,121.56,0,6.1,97.66
26-01-2021,22.05,31.87,13.4,2.29,52.62,0,5.43,97.63
27-01-2021,21.53,30.49,13.29,2.92,71.88,0,5.98,97.68
28-01-2021,23.59,31.55,15.49,2.93,104.06,0.05,8.79,97.66
29-01-2021,23.94,30.98,18.28,2.69,110.56,0.03,9.52,97.72
30-01-2021,21.3,30.09,13.73,3.06,51.44,0,4.46,97.81
31-01-2021,19.55,29.89,10.9,2.91,109.56,0,3.11,97.9
01-02-2021,19.21,29.92,10.54,3.23,69.06,0,2.75,98.07
02-02-2021,19.93,31.08,10.26,2.92,85.19,0,3.05,98.03
03-02-2021,21.08,31.76,11.9,2.87,99.44,0,3.42,97.89
04-02-2021,21.53,31.82,12.28,3.05,107.94,0,3.48,97.82
05-02-2021,22.43,32.35,12.99,2.33,154.19,0,5.13,97.66
06-02-2021,22.35,31.22,14.98,2.72,37.19,0,5.25,97.7
07-02-2021,20.58,30.01,12.87,3.27,47.88,0,4.03,97.9
08-02-2021,20.27,30.4,10.22,2.8,63.31,0,2.69,97.94
09-02-2021,21.77,32.19,12.02,2.16,73.38,0,2.62,97.77
10-02-2021,23.01,33.06,13.81,1.89,96,0,2.81,97.58
11-02-2021,23.57,33.14,16.26,2.2,95.81,0,3.11,97.52
12-02-2021,23.21,33.05,14.05,2.52,85.06,0,4.76,97.57
13-02-2021,25.09,34.4,16.07,2.12,140.5,0,7.02,97.57
14-02-2021,26.04,34.13,17.52,2.68,151.88,0,7.2,97.57
15-02-2021,27.37,34.37,20.7,2.66,176.12,0,6.9,97.44
16-02-2021,26.77,34.54,19.83,2.91,199.06,0.02,6.77,97.39
17-02-2021,26.01,32.44,21.16,3.73,87.06,0.23,7.39,97.48
18-02-2021,23.94,29.3,19.85,3.44,82.38,1.08,8.91,97.8
19-02-2021,22.63,29.33,16.88,2.67,80.69,0.26,8.54,97.96
20-02-2021,23.27,31.53,15.75,3.67,70,0,8.42,97.92
21-02-2021,24.01,32.69,16.49,3.16,70.38,0,6.96,97.91
22-02-2021,24.48,33.71,16.07,2.63,74.69,0,5.49,97.86
23-02-2021,26.05,35.19,16.73,1.93,67.62,0,4.39,97.67
24-02-2021,26.91,35.83,17.7,1.45,74.31,0,3.85,97.53
25-02-2021,27.55,36.77,19.96,1.8,276.69,0,3.91,97.47
26-02-2021,27.33,37.12,18.89,3.95,325.19,0,5.07,97.3
27-02-2021,27.46,37.46,17.69,3.16,317,0,4.39,97.25
28-02-2021,28.73,37.51,19.4,2.09,198,0,5.25,97.31
01-03-2021,29.21,38.58,20.34,2.58,217.69,0,5.62,97.52
02-03-2021,28.42,38.11,19.5,3.01,84.38,0,3.78,97.62
03-03-2021,26.68,37.08,16.97,3.09,63.12,0,2.62,97.58
04-03-2021,27.1,37.69,16.83,2.6,90.12,0,2.75,97.55
05-03-2021,27.69,37.85,17.73,3.28,273.19,0,2.81,97.56
06-03-2021,28.66,38.37,18.62,2.42,185.75,0,3.36,97.55
07-03-2021,28.04,38.09,18.15,2.55,101.06,0,3.11,97.48
08-03-2021,28.58,37.94,19.49,2.33,149.62,0,4.82,97.52
09-03-2021,29.61,38.62,20.73,2.52,164.56,0,6.04,97.51
10-03-2021,30.08,38.19,22.44,2.72,183.5,0,6.84,97.5
11-03-2021,30.12,39.01,21.61,3.38,163.69,0,5.68,97.47
12-03-2021,29.56,39.03,20.97,3.25,149,0,4.64,97.61
13-03-2021,28.44,36.41,20.55,2.94,114.62,0.44,6.29,97.71
14-03-2021,28.92,37.43,20.29,2.34,87.5,0,6.65,97.51
15-03-2021,29.85,38.06,21.4,2.16,143.25,0,6.84,97.38
16-03-2021,30.14,38.33,21.87,2.28,122.5,0,6.59,97.38
17-03-2021,30.69,38.61,22.63,2.15,133.25,0,6.16,97.29
18-03-2021,30.84,38.01,24.07,3.12,133.19,0.86,7.26,97.28
19-03-2021,30.7,37.21,25.07,2.12,161.38,5.14,8.85,97.33
20-03-2021,29.19,36.44,22.26,1.47,160.38,1.09,10.01,97.25
21-03-2021,29.73,36.9,24.18,2.29,164.69,3.49,10.5,97.21
22-03-2021,27.99,35.29,22.38,2.3,147.31,4.11,10.68,97.45
23-03-2021,29.05,36.9,22.04,2.42,81.31,0.07,10.19,97.51
24-03-2021,29.81,36.99,22.72,2.03,40.19,1.29,9.7,97.53
25-03-2021,30.9,38.58,23.6,2.05,135,0,8.24,97.38
26-03-2021,29.26,38.53,20.69,3.42,20.88,0,5.43,97.39
27-03-2021,29.49,39.48,19.1,2.91,178.06,0,4.39,97.27
28-03-2021,31.58,40.65,21.88,1.82,158.56,0,5,97.15
29-03-2021,32.37,41.74,23,2.15,289.75,0,4.52,97.05
30-03-2021,31.61,41.82,22.3,5.09,297.75,0,4.21,96.89
31-03-2021,31.51,41.68,21.44,5.32,306.69,0,4.58,96.78
