Date,Temp,Temp_Min,Temp_Max,WS,WD,HUM,PRE,SP
01-01-2016,23.8,15.95,33.69,2.38,184.44,4.33,0,96.3
02-01-2016,23.13,15.52,32.85,2.38,210.94,3.66,0,96.33
03-01-2016,21.52,13.49,31.07,2.92,47.19,3.85,0,96.21
04-01-2016,21.23,12.86,30.7,2.91,80.75,4.46,0,96.24
05-01-2016,21.48,13.9,30.94,2.59,93.12,4.33,0,96.15
06-01-2016,22.07,14.05,31.5,2.25,100.81,4.27,0,96.12
07-01-2016,21.88,14.21,30.87,2.61,108.75,4.46,0,96.19
08-01-2016,22.23,14.75,31.05,1.99,159.12,5.13,0,96.17
09-01-2016,22.33,15.26,31,2.52,266.56,4.82,0,96.01
10-01-2016,21.87,14.6,30.86,2.27,46.81,4.15,0,96.11
11-01-2016,21.79,14.42,30.64,2.09,69.44,3.91,0,96.13
12-01-2016,22.53,14.28,31.03,2.03,147.31,4.52,0,95.92
13-01-2016,22.75,14.53,30.98,2.27,172,5.07,0,95.8
14-01-2016,22.77,14.36,30.95,3.14,159.44,6.23,0,95.79
15-01-2016,24.03,16.85,30.49,2.97,177.25,7.45,0,95.75
16-01-2016,24.5,19.19,29.94,2.19,174.12,7.87,0.05,95.67
17-01-2016,24.03,19.15,29.73,2.34,123.44,8.12,0.14,95.63
18-01-2016,23.35,17.03,29.5,3.39,176.12,7.81,0,95.56
19-01-2016,21.53,16.52,29.18,4.61,282.69,5.8,0,95.63
20-01-2016,19.02,12.09,27.4,4.06,87.81,5.49,0,95.99
21-01-2016,17.51,10.18,26.59,3.59,122,2.99,0,96.23
22-01-2016,17.23,8.03,27.88,3.02,60.56,2.26,0,96.23
23-01-2016,18.19,8.98,29.1,2.98,77,1.89,0,96.24
24-01-2016,20.44,10.55,30.81,2.39,146.25,2.5,0,96.14
25-01-2016,21.28,12.05,31.33,2.13,139.06,2.99,0,95.95
26-01-2016,22.44,14.48,32.73,2.15,152.56,4.21,0,95.84
27-01-2016,22.14,12.73,33.26,2.8,244.5,2.38,0,95.86
28-01-2016,22.46,13.42,32.97,2.92,109.31,3.54,0,95.97
29-01-2016,22.9,13.92,33.17,3.61,68.88,4.03,0,96.12
30-01-2016,25.01,17.55,35.16,1.96,124.44,3.78,0,96.05
31-01-2016,24.68,15.27,35.19,2.58,256.94,3.85,0,95.94
01-02-2016,25.05,17.07,34.74,2.18,216.94,4.33,0,95.98
02-02-2016,24.55,15.99,34.72,2.69,241.56,3.72,0,95.98
03-02-2016,23.19,14.69,33.43,3.39,132.69,4.21,0,95.97
04-02-2016,22.31,13.08,32.93,2.74,100.12,3.48,0,95.96
05-02-2016,23.37,14.74,33.57,2.68,94.75,3.11,0,95.84
06-02-2016,24.55,15.86,34.14,4.32,165.62,5.8,0,95.59
07-02-2016,24.05,16.17,33.12,2.74,250.5,5.37,0,95.81
08-02-2016,23.55,14.9,32.94,2.54,86.38,4.64,0,95.9
09-02-2016,23.69,14.53,32.77,2.57,94.94,4.27,0,95.85
10-02-2016,25.16,16.68,34.47,3.27,231.38,5.92,0,95.63
11-02-2016,25.33,18.2,33.76,3.73,308.5,5.74,0,95.61
12-02-2016,24.62,15.45,33.83,3,298.75,4.21,0,95.63
13-02-2016,23.03,14.8,32.15,3.84,253.5,4.94,0,95.79
14-02-2016,24.64,15.86,33.55,2.7,66.56,4.94,0,95.79
15-02-2016,26.77,18.2,34.4,3.02,163.12,7.26,0,95.79
16-02-2016,27.05,20.18,35.27,3.66,159,6.41,0,95.87
17-02-2016,26.58,19.26,35.5,5.31,142.19,5.92,0,95.96
18-02-2016,26.43,17.51,35.97,3.8,144.69,5.74,0,95.92
19-02-2016,27.85,18.64,36.66,2.98,151.81,5.37,0,95.97
20-02-2016,28.27,20.7,35.76,2.14,301.56,5.92,0,95.97
21-02-2016,29.04,21.34,36.81,3.41,325.31,9.09,0,95.86
22-02-2016,29.88,21.67,37.85,2.14,213.38,8.36,0,95.87
23-02-2016,29.14,22.08,37.76,2.63,125.88,6.1,0,95.7
24-02-2016,29.41,21.63,38.44,2.53,148.62,4.03,0,95.55
25-02-2016,28.59,19.74,38.11,2.85,148.19,2.93,0,95.66
26-02-2016,28.44,20.08,37.85,2.53,129.88,4.27,0,95.8
27-02-2016,29.44,21.3,37,2.12,117.81,8.79,0.02,95.93
28-02-2016,30.47,23.41,36.94,2.81,102.75,9.28,0.43,96.04
29-02-2016,30.24,25.51,35.12,2.34,146.19,10.25,1.81,96.05
01-03-2016,27.09,23.04,32.27,2.83,169.94,12.94,7.5,95.99
02-03-2016,27.92,20.64,35.31,2.44,148.06,11.29,0.05,95.95
03-03-2016,28.65,21.68,36.02,2.23,135.69,10.25,0.43,96.02
04-03-2016,28.69,22.29,35.19,0.96,134.69,10.07,3.06,95.9
05-03-2016,29.19,22.63,36.08,1.41,228.94,9.58,0.04,95.72
06-03-2016,29.01,23.65,36.35,2.55,241.56,9.22,0.06,95.66
07-03-2016,28.62,21.3,36.64,2.2,216.94,8.36,0.05,95.63
08-03-2016,28.7,20.25,37.05,2.24,272.19,6.65,0,95.56
09-03-2016,29.33,23.2,35.37,1.62,235.75,6.96,0,95.64
10-03-2016,29.39,21.62,38.07,2.36,242.88,6.04,0,95.75
11-03-2016,29.9,22.42,38.55,2.46,89.44,5.68,0,95.74
12-03-2016,30.94,22.92,39.54,4.2,233.69,6.71,0,95.51
13-03-2016,28.61,22.37,36.05,4.47,301.12,6.96,0.22,95.6
14-03-2016,26.72,18.91,35.39,4.38,302.75,4.82,0,95.75
15-03-2016,27.42,18.24,36.42,2.72,122.25,4.88,0,95.68
16-03-2016,27.76,19.33,36.33,3.91,55.25,7.2,0,95.62
17-03-2016,29.62,21.2,38.04,2.52,156.56,8.18,0,95.58
18-03-2016,30.43,22.24,39.05,3.9,299.56,6.84,0,95.59
19-03-2016,30.67,23.08,38.94,4.37,327.31,7.14,0,95.63
20-03-2016,30.36,22.25,38.9,4.24,326.62,6.47,0,95.69
21-03-2016,29.71,21.87,38.59,4.56,320.69,4.58,0,95.6
22-03-2016,29.15,19.19,39.35,3.58,213,2.99,0,95.5
23-03-2016,29.92,19.76,39.97,3.11,33.19,2.99,0,95.57
24-03-2016,29.99,19.15,40.67,3.64,68.19,2.26,0,95.75
25-03-2016,31.06,21.16,41.23,3.49,104.5,3.23,0,95.76
26-03-2016,32.73,23.71,41.31,2.74,164.44,6.71,0.03,95.65
27-03-2016,32.4,24.09,40.16,2.98,260.19,6.84,1.1,95.62
28-03-2016,32.07,24.78,39.98,2.33,187.12,7.26,1.06,95.69
29-03-2016,30.83,21.13,40.17,2.6,319.81,3.97,0,95.7
30-03-2016,30.98,22.08,40.26,2.33,324.81,3.3,0,95.69
31-03-2016,30.76,21.61,40.55,3.66,329.06,3.36,0,95.6
01-04-2016,31.29,22.31,40.65,3.45,330.69,4.21,0,95.43
02-04-2016,32.82,22.86,42.23,2.64,248.88,5,0,95.47
03-04-2016,33.38,24.56,42.3,3.77,330.25,7.26,0,95.56
04-04-2016,34.11,27.4,41.69,4.02,287.44,7.81,0,95.42
05-04-2016,31.98,27.66,36.77,4.4,257.06,8.36,0.01,95.51
06-04-2016,32.64,25.98,39.86,2.66,121.19,9.64,1.15,95.54
07-04-2016,32.73,25.48,39.83,2.34,131.62,8.61,0.04,95.49
08-04-2016,33.49,25.55,41.02,2.34,251.5,6.59,0,95.44
09-04-2016,33.5,25.37,40.94,2.29,296.81,6.47,0,95.51
10-04-2016,34.7,28.1,41.37,1.4,286.75,7.45,0,95.57
11-04-2016,33.73,26.02,41.15,4.73,336.56,7.02,0,95.54
12-04-2016,33.65,25.47,41.74,3.98,312.56,6.47,0,95.39
13-04-2016,33.33,25.28,41.77,4.57,330.69,5.43,0,95.24
14-04-2016,33.44,23.38,42.45,2.85,264.94,3.91,0,95.26
15-04-2016,34.37,23.99,43.54,2.06,207.06,3.91,0,95.33
16-04-2016,34.71,25.1,43.62,3.12,341.31,5.62,0,95.27
17-04-2016,34.44,26.05,43.05,4.62,325.81,5.68,0,95.24
18-04-2016,34.29,25.35,42.26,2.73,254.06,7.02,0,95.33
19-04-2016,35.06,27.67,41.98,2.68,216.44,9.03,0,95.37
20-04-2016,36.62,30.8,43.09,3.01,291.81,9.28,0,95.44
21-04-2016,36.32,29.61,43.39,4.94,324.88,7.45,0,95.33
22-04-2016,34.71,26.58,43.6,6.05,294.06,6.16,0,95.21
23-04-2016,32.75,23.73,41.58,5.96,302.38,7.26,0,95.12
24-04-2016,32.81,24.19,41.09,4.57,312.56,7.08,0,95.07
25-04-2016,33.5,24.54,41.98,3.78,316.62,6.59,0,95.17
26-04-2016,34.28,25.48,42.63,3.81,241,6.53,0,95.37
27-04-2016,34.58,25.42,42.32,2.62,293.38,5.92,0.06,95.33
28-04-2016,35.46,27.1,42.62,1.45,220.19,7.63,0.02,95.27
29-04-2016,36.18,29.31,42.64,1.64,190.38,6.53,0,95.26
30-04-2016,35.64,28.4,43.06,3.47,309.31,7.08,0.07,95.31
01-05-2016,35.48,27.32,42.79,3.99,306,7.63,0,95.25
02-05-2016,35.76,27.83,43.5,4.29,310.88,7.02,0.13,95.26
03-05-2016,34.39,28.62,41.38,3.77,247.31,6.65,0,95.27
04-05-2016,34.84,26.26,42.05,2.31,272.38,6.77,0,95.24
05-05-2016,34.08,26.87,40.55,1.66,193.06,9.58,2.11,95.34
06-05-2016,32.32,27.15,37.88,2.67,120.94,11.78,5.68,95.37
07-05-2016,32.16,25.4,38.44,2.41,145.62,12.21,0.67,95.35
08-05-2016,33,27.4,39.12,2.87,116.19,13.06,2.49,95.43
09-05-2016,32.62,26.07,38.61,2.73,111.06,12.76,0.04,95.44
10-05-2016,33.51,25.94,40.02,2.35,213,11.72,0.34,95.41
11-05-2016,35.51,28.44,42.07,1.96,134.62,11.05,0.98,95.29
12-05-2016,35.18,27.88,41.84,3.61,303.5,11.41,0.77,95.11
13-05-2016,35.6,28.21,43.11,3.24,323.5,10.5,0.54,95.09
14-05-2016,36.42,28.83,43.69,4.34,334.56,10.62,0,95.19
15-05-2016,36.67,28.2,44.47,3.7,322.12,8.12,0,95.19
16-05-2016,36.16,27.58,43.34,2.62,294.19,8.12,0,95.02
17-05-2016,36.88,28.35,44.89,3.13,327.38,7.51,0,94.8
18-05-2016,37.56,30.44,45.06,3.34,137.44,10.5,0,94.62
19-05-2016,37.83,30.94,44.62,3.59,151.06,10.99,0,94.59
20-05-2016,37.3,32.02,44.57,7.46,280.06,10.62,0.02,94.6
21-05-2016,34.81,26.87,42.85,8.91,291.06,11.72,0.04,94.84
22-05-2016,34.62,25.75,43.08,7.98,294.25,11.35,0,95.04
23-05-2016,33.84,25.44,41.66,8.88,298.31,13.31,0,95.15
24-05-2016,34.54,25.92,42.73,7,304.81,11.23,0,95.13
25-05-2016,34.4,25.19,42.08,8.05,298.94,12.02,0,95.04
26-05-2016,34.67,25.75,42.29,5.92,300,11.9,0,95.08
27-05-2016,35.05,26.92,42.2,6.73,306.56,13,0,95.18
28-05-2016,34.09,26.3,40.69,7.59,304.38,13.12,0,95.16
29-05-2016,33.98,26.15,40.55,6.9,307.06,13.18,0,95.07
30-05-2016,34.1,26.09,41.12,5.88,311.94,12.45,0.01,95.05
31-05-2016,34.61,26.91,41.17,5.26,311.94,11.72,0,95.14
01-06-2016,35.14,27.65,41.76,6.1,322.81,11.41,0,95.14
02-06-2016,34.44,27.93,39.76,6.3,317.5,12.08,0.39,95.1
03-06-2016,35.56,28.42,41.19,6.38,322.31,11.41,0.64,94.98
04-06-2016,37.14,30.79,43.6,5.7,182.19,10.99,4.71,94.9
05-06-2016,34.77,29.08,41.98,5.95,220.44,13.12,6.01,94.94
06-06-2016,31.28,27.01,36.33,4.55,244.38,15.99,5.94,95.03
07-06-2016,32.22,25.62,38.73,3.27,251.38,16.17,1.65,95.02
08-06-2016,32.94,26.51,39.75,4.18,278.62,15.44,1.82,94.95
09-06-2016,32.46,26.71,38.83,3.98,253.69,15.26,3.12,94.99
10-06-2016,32.51,26.33,38.87,4.89,286.75,15.26,0.51,95
11-06-2016,32.24,27.39,37.62,6.24,277.81,14.47,0.71,95.09
12-06-2016,32.49,25.93,39.86,7.02,288.31,14.28,0.23,95.07
13-06-2016,32.33,26.53,38.5,7.15,290.5,14.28,0.05,95.08
14-06-2016,33.11,25.22,40.5,7.41,289.38,13.67,0.03,95.01
15-06-2016,33.09,25.96,40.28,8.02,280.19,14.04,0.06,94.89
16-06-2016,33.04,25.84,39.81,6.8,293.25,12.88,0,94.83
17-06-2016,31.58,26.18,37.21,6.69,303.62,13.18,2.76,94.85
18-06-2016,28.69,25.18,33.79,5.9,309.81,16.05,14.33,94.95
19-06-2016,27.95,24.62,32.35,4.3,283.81,17.94,16.09,94.89
20-06-2016,29.37,24.52,34.67,2.09,204.56,17.88,2.55,94.8
21-06-2016,30.15,25.12,35.47,2.74,214.5,18.25,4.05,94.84
22-06-2016,29.04,25.05,33.03,2.81,257.75,18.62,16.15,95.03
23-06-2016,28.5,25.16,32.96,3.13,307.06,18.86,9.87,95.02
24-06-2016,26.9,24.4,30.35,3.18,265.5,18.43,14.02,94.97
25-06-2016,26.64,23.78,30.06,3.67,263.06,18.07,8.09,95.05
26-06-2016,27.13,23.26,30.65,3.14,266.62,17.7,5.85,95.03
27-06-2016,27.98,23.82,32.73,4.18,265.81,17.64,2.87,94.89
28-06-2016,26.37,24.15,29.71,4.6,276.62,17.82,6.73,94.84
29-06-2016,27.31,23.73,31.29,4.54,288.75,18.86,25.78,94.79
30-06-2016,26.99,23.21,31.55,5.33,290.38,18.07,5.34,94.85
01-07-2016,26.09,23.76,29.01,4.77,273.19,17.82,3.08,94.81
02-07-2016,26.48,24.08,29.74,4.81,248.25,18.86,10.61,94.78
03-07-2016,26.4,23.8,29.93,5.02,250.12,19.17,13.43,94.84
04-07-2016,25.76,23.38,28.98,5.8,261.19,18.8,15.7,94.88
05-07-2016,25.96,23.32,29.4,6.03,271.31,18.25,10.46,94.9
06-07-2016,26.02,22.93,30.08,6.54,275.25,17.82,0.52,94.89
07-07-2016,26.46,22.9,30.86,6.93,283.75,17.58,3.85,94.9
08-07-2016,25.94,23.05,30.39,8.17,277.75,17.46,7.9,94.78
09-07-2016,24.84,23.13,27.28,10.66,269.94,17.64,30.14,94.55
10-07-2016,24.77,22.7,27.3,9.79,270.25,18.25,35.41,94.59
11-07-2016,24.67,22.94,27.59,9.12,276.5,18.74,53.04,94.59
12-07-2016,24.96,22.72,28.19,6.77,267.06,18.01,14.49,94.79
13-07-2016,26,22.15,30.33,5.36,259.06,17.82,0.6,94.9
14-07-2016,26.88,22.14,32.22,4.46,259,17.94,0.37,94.95
15-07-2016,26.92,22.4,31.98,4.73,274.25,17.94,0.08,95.01
16-07-2016,26.96,22.58,31.44,4.15,250.81,17.82,2.7,95.08
17-07-2016,27.08,23.01,31.42,3.66,247.5,17.94,3.49,95.31
18-07-2016,26.4,23.03,30.76,4.2,277.62,17.7,4.14,95.33
19-07-2016,25.44,22.36,29.83,4.66,282.69,17.64,3.21,95.28
20-07-2016,25.83,22.05,30.89,4.34,295.94,17.76,0.15,95.18
21-07-2016,25.76,22.79,29.62,3.8,301.62,18.37,2.85,95.05
22-07-2016,24.87,23.23,27.27,3.5,274.81,18.19,16.84,94.97
23-07-2016,26.17,22.3,30.51,2.88,277.06,17.64,10.26,94.95
24-07-2016,26.33,22.69,30.46,1.71,96.88,18.55,14.74,94.99
25-07-2016,25.68,23.47,28.56,1.84,285.56,19.04,15.6,95.05
26-07-2016,25.62,23.06,28.95,1.78,267.69,19.04,10.69,95.07
27-07-2016,24.85,22.89,27.32,3.93,228.81,18.68,70.88,95.11
28-07-2016,25.94,22.76,29.43,2.59,279.62,17.88,5.53,95.17
29-07-2016,25.37,22.71,28.29,2.14,299.56,18.37,17.81,95.09
30-07-2016,25.44,22.5,29.51,2.53,280.56,18.37,8.03,95.04
31-07-2016,25.28,22.73,28.77,4.09,275.75,18.55,13.4,95.04
01-08-2016,25.51,22.61,29.73,5.98,277.31,18.55,6.91,94.87
02-08-2016,24.56,22.87,27.34,5.45,275.81,18.49,13.53,94.63
03-08-2016,24.59,22.26,27.77,7.02,268.56,18.07,17.42,94.65
04-08-2016,25.16,21.87,29.11,5.73,269.69,18.19,5.2,94.77
05-08-2016,25.23,22.06,29.08,5.27,256.12,18.55,2.71,94.79
06-08-2016,25.19,22.49,29.14,6.34,260.88,18.07,8.54,94.82
07-08-2016,24.73,22.04,28.44,5.37,253.19,17.76,3.55,94.97
08-08-2016,25.36,21.51,30.19,6.13,256.44,17.52,1.89,95.09
09-08-2016,25.57,21.73,30.46,5.93,245.44,18.01,0.4,95.02
10-08-2016,24.88,21.89,28.5,5.2,251.5,17.76,0.73,95.1
11-08-2016,25.3,21.76,29.83,4.82,258,17.58,1.06,95.26
12-08-2016,25.25,21.55,30.28,4.32,282.31,17.58,0.32,95.26
13-08-2016,25.59,22.05,29.85,4.73,288.12,18.13,1.14,95.13
14-08-2016,25.54,21.79,29.89,5.58,286.12,17.52,0.12,95.1
15-08-2016,24.54,21.19,27.82,5.36,287.25,17.09,0.01,95.05
16-08-2016,25.31,21.16,30.46,6.13,289,16.97,0,94.93
17-08-2016,25.04,20.94,29.73,5.27,291.38,17.27,0,94.91
18-08-2016,25.15,21.6,29.37,4.87,284.94,16.78,0.03,94.97
19-08-2016,25.07,20.83,30.32,5.24,281.19,16.05,0.05,95.01
20-08-2016,24.68,21.08,29.94,5.14,259.12,16.3,1.05,95.03
21-08-2016,24.97,21.22,29.96,4.24,253.19,17.09,0.37,95.09
22-08-2016,25.41,21.44,30.23,3.42,261.31,17.33,1.69,95.15
23-08-2016,25.43,21.94,29.91,4.39,255.25,17.82,7.23,95.09
24-08-2016,26.14,21.97,31.04,3.43,267.69,18.01,4.89,95.06
25-08-2016,25.82,21.66,30.51,2.96,295.62,17.4,1.23,95.21
26-08-2016,25.11,21.97,29.65,2.73,310.5,16.97,0,95.2
27-08-2016,25.55,21.8,29.01,1.58,251.81,17.52,2.78,95.14
28-08-2016,26.9,22.6,31.05,0.7,178,18.13,7.91,95.2
29-08-2016,26.81,23.25,30.8,1.88,300.88,19.29,5.07,95.13
30-08-2016,25.54,23.51,28.6,2.56,298,18.98,3.67,95.07
31-08-2016,25.41,23.01,29.05,1.95,284.06,18.43,6.07,95.08
01-09-2016,24.62,22.67,27.38,3.3,266.38,17.7,1.59,95.19
02-09-2016,25.12,22.14,29.08,3.55,280.81,17.58,0.2,95.22
03-09-2016,25.34,21.83,29.89,3.94,287.81,16.97,0.06,95.22
04-09-2016,24.69,21.05,29.54,4.27,291.12,15.75,0.17,95.41
05-09-2016,24.06,19.87,29.19,4.5,292.75,15.5,0.6,95.48
06-09-2016,23.74,19.16,29.05,4.41,291.56,15.14,0,95.52
07-09-2016,23.76,19.54,28.93,4.22,296.06,15.2,0,95.45
08-09-2016,24.4,20.37,29.73,3.78,315.81,16.24,0.73,95.45
09-09-2016,24.59,21.25,28.8,4.08,317.31,16.72,0.09,95.51
10-09-2016,24.74,21.47,28.97,4.25,315.94,16.78,0.22,95.46
11-09-2016,24.96,21.59,29.41,4.19,316.75,16.91,0.01,95.31
12-09-2016,23.9,21.43,27.02,4.01,317.06,16.78,3.43,95.32
13-09-2016,24.11,21.46,27.4,4.09,329.19,17.7,16.64,95.31
14-09-2016,24.82,22.01,28.43,4.26,284.25,18.19,9.92,95.25
15-09-2016,24.9,22.52,29.12,4.04,265,18.68,23.19,95.13
16-09-2016,25.78,23.03,29.6,3.19,106.12,19.35,18.4,95.01
17-09-2016,25.5,22.12,30.06,3.46,138.25,18.98,12.2,94.92
18-09-2016,25.06,21.86,29.58,5.02,196.88,17.88,3.13,95.09
19-09-2016,25.43,21.88,29.64,3.64,275.38,18.43,0.75,95.17
20-09-2016,25.38,22.74,29.34,3.77,327.88,18.62,3.15,95.18
21-09-2016,25.1,22.88,28.55,3.24,241.81,18.37,10.29,95.26
22-09-2016,25.47,22.68,29.3,2.7,182.44,18.68,8,95.26
23-09-2016,25.02,23.08,27.98,3.45,267.69,19.17,12.51,95.04
24-09-2016,24.58,23.37,26.53,4.17,242.81,19.23,31.46,94.86
25-09-2016,25.31,22.46,29.43,4.44,331.94,18.25,6.3,95
26-09-2016,25.38,22.55,29.52,4.48,321.69,18.37,1.61,95.2
27-09-2016,25.38,22.53,29.74,4.54,327.75,17.76,2.21,95.31
28-09-2016,25.19,21.28,30.15,4.8,320.94,17.4,0.74,95.26
29-09-2016,25.05,21.87,29.41,4.82,319.38,17.7,7.85,95.22
30-09-2016,23.98,21.47,27.65,4.88,322.19,17.4,5.42,95.17
01-10-2016,24,22.4,26.57,3.18,262.75,18.13,18.59,95.16
02-10-2016,24.79,22.55,28.65,4.2,150.94,18.74,13.98,95.25
03-10-2016,24.95,21.56,29.29,3.5,159.19,17.82,2.36,95.27
04-10-2016,24.56,22.35,28.15,4.37,214.81,17.88,6.12,95.28
05-10-2016,25.01,21.64,29.58,3.84,264.56,18.13,2.51,95.29
06-10-2016,24.63,21.23,28.78,3.65,280.94,17.27,0.12,95.41
07-10-2016,24.75,21.83,29.08,3.2,313.62,17.52,0.18,95.41
08-10-2016,24.13,20.92,27.89,3.34,309.06,17.7,17.3,95.42
09-10-2016,24.71,22.17,28.92,3.84,316.75,17.46,0.56,95.41
10-10-2016,24.47,21.01,29.04,3.45,320.94,16.91,2.75,95.45
11-10-2016,23.79,19.3,29.85,3.1,329.19,15.62,0.08,95.52
12-10-2016,23.37,17.69,29.42,2.18,258.88,14.28,0,95.57
13-10-2016,22.97,17.39,28.71,1.62,139,13.73,0,95.66
14-10-2016,22.19,17.65,28.04,1.98,114.19,11.47,0,95.72
15-10-2016,23.18,19.02,28.24,1.38,119.06,11.23,0,95.75
16-10-2016,23.33,17.39,28.98,1.83,128.44,12.39,0,95.78
17-10-2016,22.37,17.78,28.62,2.34,210.25,11.41,0,95.72
18-10-2016,21.86,15.7,28.32,2.31,155.56,10.44,0,95.65
19-10-2016,22.43,17.47,28.78,2.14,247.62,11.41,0,95.57
20-10-2016,22,15.26,29.06,2.54,223.06,11.35,0,95.47
21-10-2016,21.93,15.15,28.64,2.48,163.06,11.41,0,95.56
22-10-2016,21.84,15.97,28.44,2.09,206.75,11.66,0,95.73
23-10-2016,22.02,15.87,28.37,2,303.06,11.78,0,95.75
24-10-2016,21.76,16.47,27.65,2.2,262.19,12.15,0,95.71
25-10-2016,20.73,15.23,27.23,2.55,265.5,11.72,0,95.67
26-10-2016,21.15,14.89,27.11,2.12,183.56,10.93,0,95.77
27-10-2016,20.9,15.17,28.22,3.05,112.94,10.86,0,95.92
28-10-2016,19.87,13.19,26.89,2.48,63.38,9.7,0,95.84
29-10-2016,21.62,14.83,27.55,1.61,110.19,11.54,0,95.78
30-10-2016,21.77,17.18,27.4,2.42,62.25,12.76,0,95.89
31-10-2016,20.32,14.97,27.02,2.71,61.88,10.62,0,96.12
01-11-2016,19.55,14.3,26.69,2.78,67.31,9.83,0,96.04
02-11-2016,19.33,14.05,26.12,2.81,71.69,10.07,0,95.99
03-11-2016,19.95,14.22,26.46,2.2,58.06,10.62,0,95.98
04-11-2016,19.98,14.48,26.48,2.61,104.06,10.99,0,95.79
05-11-2016,20.03,13.71,27.75,3.09,245.06,11.11,0,95.63
06-11-2016,20.4,13.63,27.4,2.23,152.94,9.28,0,95.79
07-11-2016,20.11,13.3,27.94,2.74,214.88,8.48,0,95.96
08-11-2016,20.52,13.15,28.13,2.07,181.44,8.3,0,95.98
09-11-2016,20.23,14.18,27.73,1.52,189.06,7.87,0,96.06
10-11-2016,18.94,11.84,27.08,1.97,181.25,7.32,0,95.99
11-11-2016,19.15,12.91,27.52,1.87,168.56,7.75,0,95.93
12-11-2016,18.12,11.76,26.86,2.53,120.56,8.3,0,96.03
13-11-2016,18.72,13.55,26.8,2.23,108.75,9.03,0,96.12
14-11-2016,19.71,14.21,27.51,1.8,86.5,10.25,0,96.05
15-11-2016,19.79,14.1,27.64,2.58,93.44,10.99,0,96
16-11-2016,19.58,13.68,27.77,3.1,89.12,10.93,0,96.06
17-11-2016,18.76,12.22,27.05,2.78,76.19,9.16,0,96.14
18-11-2016,19.09,13.1,27.46,2.48,76.81,8.06,0,96.01
19-11-2016,20.1,14.81,28.48,2.05,121.19,8.3,0,95.85
20-11-2016,19.33,13.44,28.72,2.34,125.5,7.93,0,95.88
21-11-2016,19.3,12.89,28.99,2.47,114.12,7.81,0,95.9
22-11-2016,20.1,13.29,29.26,2.09,109.94,8.12,0,95.86
23-11-2016,19.7,13.01,29.55,2.34,120.56,8.06,0,95.83
24-11-2016,19.43,13.58,28.73,2.74,104.12,7.93,0,95.91
25-11-2016,19.72,12.69,29.02,2.48,91.12,7.45,0,95.9
26-11-2016,21.05,12.29,30.29,2.11,163.31,6.59,0,95.91
27-11-2016,21.17,12.77,31.05,2.42,172.56,6.84,0,95.93
28-11-2016,21.03,12.41,31.14,2.39,165.56,6.9,0,95.9
29-11-2016,21.65,13.83,31.58,1.66,124.25,7.08,0,95.95
30-11-2016,20.64,13.37,30.56,2.02,123.31,7.63,0,96.01
01-12-2016,20.33,13.49,30.04,2.5,106,8.85,0,95.99
02-12-2016,20.67,14.63,29.54,2.73,90.75,9.4,0,96.02
03-12-2016,20.13,12.87,29.36,3.42,89.5,10.38,0,96.16
04-12-2016,20.5,13.87,29.49,2.97,73,10.19,0,96.24
05-12-2016,20.08,12.88,27.83,2.12,61.25,9.09,0,96.13
06-12-2016,19,11.69,28.08,2.8,72.38,8,0,96.09
07-12-2016,19.14,10.99,28.3,2.28,78,7.81,0,96.07
08-12-2016,19.15,11.97,28.91,2.42,255.12,6.29,0,95.97
09-12-2016,17.6,9.85,27.68,2.81,107.56,5.74,0,95.85
10-12-2016,17.88,9.62,27.92,2.64,30.62,5.92,0,95.81
11-12-2016,18.7,10.44,28.88,2.77,63.44,6.41,0,95.77
12-12-2016,19.57,11.68,30.05,2.69,97.75,6.84,0,95.76
13-12-2016,19.91,12.31,29.85,3.38,76.88,7.26,0,95.79
14-12-2016,19.17,12.32,26.71,3.06,97.56,9.4,0,95.95
15-12-2016,20.37,13.01,29.24,2.9,81.56,8.24,0,96.03
16-12-2016,20.15,12.54,29.11,2.69,71.38,8.48,0,96.14
17-12-2016,20.15,13.31,29.46,2.57,35.94,7.02,0,96.13
18-12-2016,18.8,11.14,28.74,2.72,47.06,5.8,0,96.12
19-12-2016,18.59,10.86,28.64,2.37,69.75,5.62,0,96.13
20-12-2016,19.51,12.92,29.24,1.98,71.38,5.25,0,96.07
21-12-2016,20.2,13.5,29.94,1.6,115.75,5.31,0,96.11
22-12-2016,19.08,11.13,30.46,2.99,158.25,4.46,0,96.04
23-12-2016,19.41,10.71,30.48,2.78,107.38,3.85,0,95.88
24-12-2016,20.66,12.82,31.77,2.38,101.19,4.21,0,95.69
25-12-2016,20.58,11.23,31.78,2.64,174.06,4.88,0,95.78
26-12-2016,18.53,10.76,29.35,3.12,56.62,3.91,0,96
27-12-2016,16.78,8.12,27.46,3.34,66.25,3.48,0,96.05
28-12-2016,17.79,8.94,28.35,2.93,87.81,4.7,0,96.03
29-12-2016,19.44,11.77,29.9,2.6,95.38,5.19,0,96.03
30-12-2016,20.52,13.31,30.52,2.11,133.38,5.37,0,96.04
31-12-2016,20.19,12,30.23,2.41,136.94,5.62,0,95.94
01-01-2017,21.25,12.25,30.23,2.16,185.31,6.41,0,95.91
02-01-2017,20.76,13.82,30.29,2.73,256.38,5.31,0,96.02
03-01-2017,18.35,10.35,27.84,3.16,40.69,4.64,0,96.12
04-01-2017,18.65,10.23,28.35,2.21,69.06,4.76,0,96.03
