Date,Temp_Min,Temp_Max,Temp,WS,WD,HUM,PRE,SP
01-01-2016,16.08,33.67,23.8,1.99,159.19,5.98,0,99.16
02-01-2016,16.2,33.15,24.1,1.98,174,5.62,0,99.14
03-01-2016,14.25,31.7,22.07,2.48,47.5,5.86,0,99.03
04-01-2016,13.67,31.64,21.65,2.86,65.56,5.74,0,99.1
05-01-2016,13.27,31.69,21.84,2.17,84.12,5,0,99.01
06-01-2016,13.1,32.33,22.25,2,98.88,4.64,0,99
07-01-2016,14.06,31.86,22.46,2.33,110.75,5.62,0,99.06
08-01-2016,14.51,32.08,23.59,1.55,179.75,5.55,0,99
09-01-2016,16.74,32.35,24.31,1.83,291.75,5.49,0,98.8
10-01-2016,14.54,31.36,22.24,2.45,107.25,5.19,0,98.98
11-01-2016,14.67,31.58,22.59,1.98,48.06,5.31,0,98.99
12-01-2016,15.2,32.03,22.9,1.9,64.25,4.33,0,98.8
13-01-2016,14.71,31.87,22.71,2.11,141.31,4.7,0,98.68
14-01-2016,15.2,31.75,22.76,3.43,146.12,5.98,0,98.72
15-01-2016,16.8,31.55,23.77,3.19,159.44,7.51,0,98.64
16-01-2016,18.25,31.68,24.54,2.73,165.38,7.57,0,98.54
17-01-2016,19.6,31.4,24.88,3,147.75,7.69,0.02,98.51
18-01-2016,19.43,31.72,24.99,3.25,168.31,7.87,0.01,98.46
19-01-2016,18.96,30.04,23.84,4.58,207.38,9.4,0.54,98.46
20-01-2016,14.95,29.18,21.15,3.48,136,6.84,0,98.8
21-01-2016,11.66,27.94,18.87,3.87,129.88,3.54,0,99.08
22-01-2016,8.95,28.07,17.7,3.5,40.06,2.87,0,99.14
23-01-2016,8.44,29.52,18.06,3.04,50.44,2.56,0,99.16
24-01-2016,9.21,31.33,19.51,2.58,143.62,2.44,0,99.03
25-01-2016,11.69,31.31,21.02,2.01,146.5,3.23,0,98.84
26-01-2016,14.01,32.05,22.82,2.08,132.44,7.08,0,98.72
27-01-2016,16.34,33.45,23.79,2.44,243.75,6.35,0,98.64
28-01-2016,12.51,33.37,23.01,2.5,140.81,3.54,0,98.77
29-01-2016,13.51,34.08,23.54,3.05,48.31,4.46,0,98.93
30-01-2016,15.75,35.48,25.62,1.37,213.31,4.46,0,98.86
31-01-2016,17.17,36.2,26.62,1.65,267.88,3.72,0,98.73
01-02-2016,16.61,36.12,26.07,2.15,265.31,4.52,0,98.76
02-02-2016,16.58,35.95,25.62,2.3,184.81,4.46,0,98.77
03-02-2016,15.18,34.46,24.3,3.02,125.5,4.88,0,98.74
04-02-2016,14.34,33.69,23.36,3.2,72.06,4.03,0,98.81
05-02-2016,13.97,34.02,24.34,1.94,121.38,4.09,0,98.71
06-02-2016,15.4,34.51,25.48,3.38,139.06,7.02,0,98.49
07-02-2016,20.33,34.8,27.54,3.45,182.25,9.95,0,98.61
08-02-2016,18.55,34.46,25.97,2.45,161.94,5.31,0,98.7
09-02-2016,15.11,33.68,24.72,2.38,116.38,4.58,0,98.7
10-02-2016,18.46,35.09,27.09,3.02,153.5,7.87,0,98.44
11-02-2016,22.15,35.43,27.77,2.76,256.31,7.45,0,98.35
12-02-2016,18.62,35.62,27.11,2.02,105.38,5.74,0,98.38
13-02-2016,22.24,36.01,27.9,2.9,234.69,8.12,0,98.46
14-02-2016,18.21,35.19,27.42,2.55,133.19,6.9,0,98.6
15-02-2016,23.94,35.48,28.75,3.6,149.56,8.91,0,98.68
16-02-2016,20.37,36.33,27.55,4.46,158.5,7.26,0,98.78
17-02-2016,18.39,36.45,27.81,2.87,130.62,6.29,0,98.85
18-02-2016,18.65,36.87,27.92,2.49,167.25,6.41,0,98.78
19-02-2016,18.58,37.69,28.01,3.27,169,5.25,0,98.83
20-02-2016,20.11,39,30.01,1.88,254.44,5,0,98.72
21-02-2016,23.32,38.94,30.65,1.92,260.81,6.65,0,98.57
22-02-2016,23.3,39.37,31.61,1.62,122.06,8.36,0,98.62
23-02-2016,23.4,38.44,31.01,1.86,152.75,8.06,0,98.47
24-02-2016,24.4,39.01,31.24,3.35,165.94,8.91,0,98.32
25-02-2016,24.08,38.5,30.87,4.55,148.12,9.64,0,98.43
26-02-2016,23.9,36.44,30.01,4.25,163.69,12.08,1.8,98.67
27-02-2016,23.85,36.31,29.98,3.14,153.12,11.54,0.55,98.81
28-02-2016,24.46,36.77,30.12,2.84,115.44,10.68,1.93,98.93
29-02-2016,25.4,34.34,28.76,2.57,119.69,12.7,6.1,98.94
01-03-2016,22.73,34.22,28.09,1.51,204.69,13.73,1.7,98.79
02-03-2016,22.92,35.09,28.73,1.52,122.38,12.15,0.39,98.78
03-03-2016,21.9,36.98,29.65,1.29,77.69,8.67,0,98.82
04-03-2016,23.58,37.51,30.07,1.23,272.06,8.97,1.22,98.64
05-03-2016,21.53,36.37,28.9,2.04,193.75,11.54,4.74,98.52
06-03-2016,22.83,33.9,27.56,2.81,153.19,10.99,0.87,98.5
07-03-2016,21.16,37.81,28.82,4.38,155.81,9.16,0.01,98.42
08-03-2016,21.67,38.74,30.01,3.62,186.88,7.75,0,98.33
09-03-2016,22.48,35.69,29.44,3.19,175.94,8.36,0,98.43
10-03-2016,22.27,38.62,30.84,2.2,203.94,8.12,0,98.49
11-03-2016,23.61,38.26,30.56,1.93,157.75,7.81,0,98.53
12-03-2016,24.87,39.74,31.65,4.77,169.25,8.48,0.5,98.31
13-03-2016,23.58,38.39,30.27,3.23,200.88,8.85,0.57,98.29
14-03-2016,24.26,37.94,30.3,2.78,243.38,9.89,0.22,98.41
15-03-2016,20.55,36.9,28.94,1.91,127.19,10.01,2.42,98.46
16-03-2016,22.15,36.39,29.19,2.5,84.81,12.27,1.62,98.44
17-03-2016,23.75,38.26,31.02,3.08,105.12,11.9,0.01,98.37
18-03-2016,24.88,40.31,32.49,2.61,234.19,11.35,0,98.27
19-03-2016,24.35,40.98,32.3,3.02,287.88,8.06,0,98.29
20-03-2016,23.61,41.1,32.04,3.8,318.75,6.47,0,98.34
21-03-2016,22.82,40.97,31.19,4.29,307.94,4.15,0,98.24
22-03-2016,19.85,40.76,30.62,2.97,165.5,4.09,0,98.17
23-03-2016,20.26,41.53,31.66,2.57,111.31,3.66,0,98.3
24-03-2016,19.79,41.84,30.83,2.97,68.94,3.05,0,98.52
25-03-2016,19.9,41.36,31.62,2.77,113.06,6.29,0,98.57
26-03-2016,23.43,41.78,32.8,2.99,146,8.73,0,98.44
27-03-2016,25,42.07,33.83,3.03,171.25,8.91,1.2,98.35
28-03-2016,25.19,38.47,31.21,3.95,146.31,11.9,6.98,98.53
29-03-2016,23.26,40.48,31.96,2.95,197.44,10.68,0,98.43
30-03-2016,24.06,40.61,32.26,2.16,190.5,9.52,0.04,98.43
31-03-2016,24.19,41.12,32.9,2.57,181.19,9.7,0,98.3
01-04-2016,24.12,42.16,33.1,2.07,215.06,6.65,0.01,98.1
02-04-2016,23.31,42.6,33.18,1.84,151.56,5.8,0,98.19
03-04-2016,25.76,43.56,34.51,3.63,171.75,8.79,0,98.26
04-04-2016,27.1,44.28,35.85,3.84,192.62,8.48,0,98.08
05-04-2016,28.9,41.73,35.05,3.3,216.56,8.54,2.17,98.08
06-04-2016,26.03,37.76,31.88,1.88,245.81,11.78,4.13,98.32
07-04-2016,25.68,40.11,32.9,2.03,187.5,11.96,0.53,98.24
08-04-2016,25.59,41.83,33.63,3.02,177.69,9.58,0,98.17
09-04-2016,25.99,42.46,34.19,4.19,184.75,9.58,0,98.23
10-04-2016,25.77,43.08,34.71,4.11,190.38,7.69,0,98.3
11-04-2016,26.87,43.65,36.1,2.15,233.5,8.85,0,98.18
12-04-2016,29.01,43.94,36.56,2.36,312,7.45,0,98.03
13-04-2016,27,43.19,35.19,2.01,248.88,6.16,0,97.88
14-04-2016,25.13,44.3,35.6,2.08,179.56,4.52,0,97.93
15-04-2016,26.82,44.63,36.36,1.8,171,8.3,0,98.02
16-04-2016,28.62,45.09,37.33,2.72,189.31,9.09,0,97.91
17-04-2016,30.56,44.18,37.17,3.75,219.38,9.28,0,97.88
18-04-2016,30.35,43.7,36.74,3.19,219.81,9.64,0,98.01
19-04-2016,28.9,43.68,36.52,3.45,169.56,9.77,0,98.08
20-04-2016,30.01,43.36,36.93,3.58,218.5,9.22,0,98.13
21-04-2016,30.36,46.06,38.12,3.54,286.44,7.45,0,97.9
22-04-2016,30.01,45.52,37.3,3.93,292.25,6.41,0,97.8
23-04-2016,27.53,44.49,35.9,5.72,304,6.65,0,97.7
24-04-2016,27.8,44.11,35.93,4.27,304.25,6.65,0,97.66
25-04-2016,27.24,44.61,36.65,2.17,252,6.53,0,97.79
26-04-2016,28.58,43.9,36.78,1.92,144.06,10.8,0.87,98.03
27-04-2016,30.01,45.03,37.69,3.61,194.62,10.99,1.1,97.98
28-04-2016,30.12,42.92,36.66,3.06,212.19,9.83,1.98,97.97
29-04-2016,31.27,42.33,36.15,4.52,142.06,9.52,0.13,98.04
30-04-2016,28.21,44.78,36.8,2.38,196.62,10.19,0.08,97.98
01-05-2016,29.52,44.92,37.33,2.84,219.44,8.79,0.18,97.9
02-05-2016,29.3,45.03,37.62,1.4,211.44,7.87,0.12,97.9
03-05-2016,30.59,43.74,36.2,2.6,166.88,10.31,1.9,97.95
04-05-2016,28.55,43.93,36.3,4.7,186.88,10.68,1.04,97.95
05-05-2016,27.75,42.01,35.02,4.74,185.5,10.44,1.28,98.08
06-05-2016,25.5,36.06,30.3,3.62,205.44,15.62,15.04,98.21
07-05-2016,25.65,38.19,32.03,1.41,189.19,15.14,0.32,98.15
08-05-2016,26.75,39.76,33.45,2.8,189.81,14.4,1.33,98.17
09-05-2016,26.02,40.68,33.55,2.53,220.06,14.16,0.42,98.13
10-05-2016,27.05,41.19,34.28,1.95,262.44,13.24,0.04,98.13
11-05-2016,27.96,42.75,35.74,2.78,221.38,12.02,0,98.01
12-05-2016,28.57,44.17,37.01,2.41,202.75,11.78,0.39,97.74
13-05-2016,30.04,44.97,37.94,3.97,212,12.02,0.22,97.73
14-05-2016,30.78,46.37,38.83,3.2,196.88,10.74,0.02,97.81
15-05-2016,30.39,45.34,37.98,5.88,199.69,13.12,0.01,97.9
16-05-2016,30.47,45.01,37.94,5.59,188.19,12.88,0,97.72
17-05-2016,30.04,44.94,37.38,6.2,178.44,12.94,0,97.55
18-05-2016,30.38,44.09,36.86,4.95,140.31,13.67,0.13,97.44
19-05-2016,30.14,41.58,35.58,3.59,118.12,12.02,0.06,97.42
20-05-2016,30.65,45.6,38.41,2.78,176.94,12.82,0.46,97.19
21-05-2016,31.87,46.7,38.75,7.31,282.81,10.56,0.45,97.29
22-05-2016,31.55,45.94,38.01,6.18,287,10.56,0.18,97.54
23-05-2016,30.46,44.74,37.52,7.12,291.75,11.11,0,97.64
24-05-2016,30.9,45.48,38.15,6.83,301.19,11.54,0,97.6
25-05-2016,30.83,44.83,37.81,7.27,301.94,10.62,0.03,97.54
26-05-2016,30.55,44.71,37.67,5.69,301.31,10.74,0.01,97.64
27-05-2016,31.53,45.18,38.56,6.16,299.25,11.11,0.01,97.69
28-05-2016,31.32,44.43,38.06,5.52,297.62,11.96,0.43,97.68
29-05-2016,31.12,44.13,37.92,6.19,301.38,11.23,0.13,97.58
30-05-2016,31.72,43.88,37.77,3.95,307.75,11.6,1.26,97.6
31-05-2016,32.32,44.87,38.58,3.9,325.69,10.62,0,97.65
01-06-2016,33.07,45.05,38.92,3.2,320.25,10.74,0.01,97.67
02-06-2016,33.26,45.4,38.89,2.66,135.38,12.21,0.05,97.58
03-06-2016,31.98,43.73,38.13,3.09,134.56,13.12,0.11,97.53
04-06-2016,30.26,40.5,35.27,4.84,136.88,15.14,6.41,97.62
05-06-2016,28.36,36.34,31.98,4.03,171.44,17.33,5.12,97.76
06-06-2016,27.01,36.62,31.91,2.73,214.62,17.27,2.55,97.79
07-06-2016,27,39.16,32.69,3.3,191.56,17.03,2.54,97.74
08-06-2016,26.9,38.17,31.93,4.56,208.06,17.58,1.26,97.69
09-06-2016,26.79,40.03,33.04,4.12,210.06,16.54,1.76,97.66
10-06-2016,27.73,39.42,33.51,3.89,232.88,16.54,0.84,97.67
11-06-2016,28.12,40.75,34.31,4.89,259.06,15.99,4.07,97.66
12-06-2016,27.55,38.33,32.32,4.46,254.81,17.27,9.25,97.69
13-06-2016,27.11,38.81,32.58,4.87,265.94,16.3,2,97.65
14-06-2016,28.08,39.87,33.64,5.05,276.19,15.87,0.04,97.58
15-06-2016,29.48,41.26,34.76,6.15,285.88,14.65,0.04,97.45
16-06-2016,30.03,40.69,35.15,5.05,285.88,14.16,0,97.4
17-06-2016,26.56,39.01,32.62,4.04,265.31,15.14,7.13,97.46
18-06-2016,25.49,35.08,29.62,3.37,281.69,17.52,9.01,97.6
19-06-2016,26.15,36.29,30.73,1.86,146.12,17.7,1.73,97.57
20-06-2016,26.02,36.53,30.95,4.95,158.44,17.7,0.24,97.58
21-06-2016,25.96,38.19,31.94,4.27,178.38,16.91,0.1,97.62
22-06-2016,26.93,36.51,31.68,2.33,173.5,17.76,10.26,97.75
23-06-2016,26.54,36.88,31.56,2.32,242.31,18.37,4.95,97.68
24-06-2016,26.39,30.55,28.32,2.12,238.94,19.84,12.79,97.67
25-06-2016,25.51,34.34,29.2,3.12,273.69,18.98,7.85,97.71
26-06-2016,25.39,31.89,28.34,2.84,249.38,19.1,21.37,97.72
27-06-2016,24.98,32.24,28.45,2.76,259.44,19.29,10.61,97.57
28-06-2016,25.07,28.72,26.85,4.27,291,20.32,46.8,97.46
29-06-2016,24.44,33.05,28.72,2.57,188.25,20.57,25.21,97.43
30-06-2016,25.44,33.18,28.83,4.35,312.75,20.87,22.64,97.42
01-07-2016,25.23,31.22,27.76,6.39,276.56,19.59,9.96,97.4
02-07-2016,25.08,29.98,27.26,4.34,252.94,19.84,24.06,97.48
03-07-2016,24.93,29.93,27.2,4.49,231.81,20.14,20.97,97.56
04-07-2016,24.98,30.24,26.94,5.13,237.94,19.78,14.97,97.57
05-07-2016,24.62,30.94,27.19,5.46,262.38,19.29,14.24,97.56
06-07-2016,24.32,32.33,27.58,5.05,263.44,19.04,1.99,97.53
07-07-2016,24.55,30.55,26.55,6.74,266.88,18.98,11.26,97.51
08-07-2016,24.46,27.44,25.8,8.46,269.81,19.29,64.26,97.26
09-07-2016,24.08,27.9,25.48,9.88,261.75,19.04,46.65,97.07
10-07-2016,23.86,27.15,25.58,9.23,264.38,18.98,19.64,97.14
11-07-2016,24.26,28.86,26.27,8.99,265.88,19.96,47.6,97.09
12-07-2016,23.97,28.07,25.76,6.86,261.94,19.1,38.46,97.47
13-07-2016,23.98,30.53,26.94,4.36,245.62,19.35,0.87,97.62
14-07-2016,24.34,32.06,28.19,3.69,265.62,19.53,0.05,97.65
15-07-2016,24.97,30.58,27.49,3.8,265.62,19.65,3.11,97.71
16-07-2016,24.65,29.89,27.02,3.18,236.38,19.35,4.23,97.84
17-07-2016,23.9,29.98,26.89,3.34,207.25,18.92,2.3,98.1
18-07-2016,23.65,29.42,26.55,3.37,243.38,18.86,7.77,98.08
19-07-2016,23.84,29.17,26.1,3.6,271.56,18.8,2.79,98
20-07-2016,23.82,30.62,26.77,3.92,287.06,19.41,2.67,97.85
21-07-2016,24.31,30.39,26.83,3.61,294,20.14,21.5,97.71
22-07-2016,24.59,27.41,25.78,4.7,269.44,20.08,32.27,97.57
23-07-2016,23.72,29,26.01,4.03,238.25,19.23,13.37,97.66
24-07-2016,23.41,30.71,27.01,1.98,192.38,19.35,9.32,97.75
25-07-2016,24.17,30.52,26.87,2.84,182.56,19.84,17.37,97.84
26-07-2016,24.4,29.2,26.33,4.34,173.62,19.84,25.9,97.87
27-07-2016,24.12,30.79,26.84,4.56,180,19.78,18.47,97.92
28-07-2016,23.58,29.89,26.8,2.86,220.56,19.47,9.46,97.93
29-07-2016,24.07,29.21,26.87,1.34,240.44,19.47,22.01,97.82
30-07-2016,24.05,28.35,26.18,1.71,259.62,19.59,35.76,97.78
31-07-2016,24.01,27.88,25.65,2.95,249.5,19.53,29.17,97.77
01-08-2016,23.95,28.56,25.96,4.08,261.38,19.78,4.09,97.54
02-08-2016,24.02,28.9,25.99,4.47,269.06,19.41,6.34,97.28
03-08-2016,23.55,28.88,25.87,5.24,266,19.47,9.87,97.32
04-08-2016,23.7,29.83,26.44,5.32,259,19.84,12.31,97.42
05-08-2016,23.73,28.73,25.83,4.67,258,19.53,8.77,97.48
06-08-2016,23.85,29.56,26.48,5.33,254.19,19.84,13.78,97.48
07-08-2016,23.4,29.15,26.01,5.14,244.44,19.23,6.49,97.68
08-08-2016,23.12,30.24,26.48,4.52,247.19,19.1,0.91,97.82
09-08-2016,23.49,30.55,26.8,4.63,246.06,19.59,1.23,97.75
10-08-2016,23.89,29.1,26.17,4.07,245.62,19.23,1.7,97.85
11-08-2016,23.64,29.9,26.57,3.74,265,19.17,0.6,97.98
12-08-2016,23.77,29.93,26.23,3.9,279.31,18.92,0.36,97.96
13-08-2016,23.38,30.65,26.79,4,274.12,19.29,1.12,97.8
14-08-2016,23.99,30.26,26.64,4.82,284.56,19.53,23.3,97.74
15-08-2016,23.68,28.98,25.69,5.19,281.94,18.68,8.27,97.68
16-08-2016,23.33,30.34,26.31,5.8,288,18.68,0.92,97.53
17-08-2016,23.3,27.55,25.19,5.05,287.19,18.01,0,97.56
18-08-2016,23.58,29.7,25.96,4.96,280.31,18.13,0,97.62
19-08-2016,23.07,30.91,26.26,4.42,273.12,17.88,0,97.68
20-08-2016,22.18,31.23,26.53,3.45,274.44,17.52,0.01,97.78
21-08-2016,22.15,31.55,26.87,2.93,269.31,18.13,0.12,97.85
22-08-2016,23.93,30.88,27.08,2.34,273.75,18.31,1.24,97.9
23-08-2016,23.43,30.72,26.8,2.91,237.69,18.74,2.03,97.83
24-08-2016,23.56,31.57,27.62,2.45,259.81,18.49,0.27,97.81
25-08-2016,24.03,30.64,27.05,2.89,310.56,19.23,6.69,97.9
26-08-2016,23.22,31.18,26.93,3.42,309.69,19.04,1.2,97.84
27-08-2016,23.65,29.08,25.76,2.48,295,18.37,3.28,97.89
28-08-2016,23.57,31.54,27.78,1.8,203,19.1,3.66,97.96
29-08-2016,25.15,32.31,28.9,0.9,229.44,19.53,1.48,97.83
30-08-2016,24.8,31.49,27.93,2.18,299.38,20.51,16.04,97.73
31-08-2016,24.19,29.19,26.51,2.43,300,19.59,8.87,97.78
01-09-2016,23.2,30.75,26.64,2.6,265.62,19.29,7.23,97.89
02-09-2016,23.01,30.12,26.27,3.71,267.81,18.92,2.33,97.92
03-09-2016,23.65,29.25,26,3.56,268.06,18.68,0.83,97.92
04-09-2016,22.93,28.91,25.47,3.46,276.12,17.7,0.31,98.1
05-09-2016,21.99,29.37,25.35,3.96,287.62,17.09,0.05,98.16
06-09-2016,21.77,29.8,25.2,4.45,291.19,16.66,0.03,98.2
07-09-2016,21.04,29.68,25.04,4.18,291.5,16.72,0.28,98.13
08-09-2016,21.39,30.14,25.58,3.66,298.19,17.33,0.17,98.12
09-09-2016,22.73,28.45,25.4,4.02,296.19,18.31,1.35,98.15
10-09-2016,23.56,30.52,26.36,3.82,322.62,19.29,23.56,98.06
11-09-2016,23.72,28.35,25.52,4.16,300.06,19.1,14.82,97.93
12-09-2016,23.24,28.37,25.35,4.63,307.69,19.04,24.48,97.88
13-09-2016,23.51,28.78,25.73,4.73,153.25,19.59,22.6,97.89
14-09-2016,23.91,29.8,26.57,2.93,127.44,20.02,7.11,97.89
15-09-2016,24.29,30.36,26.9,2.21,57.88,20.02,13.3,97.79
16-09-2016,24.33,30.98,27.18,2.87,114.12,20.14,2.97,97.75
17-09-2016,23.65,31.34,27.51,1.77,211.19,19.59,4.59,97.81
18-09-2016,23.67,30.12,26.57,2.62,220.94,18.92,2.05,97.96
19-09-2016,23.15,29.89,26.16,2.77,253.94,19.1,2.7,97.94
20-09-2016,23.24,30.47,26.62,1.93,187.25,19.47,3.22,97.86
21-09-2016,23.66,30.01,26.79,2,55.81,19.84,6.16,97.93
22-09-2016,24.05,30.73,26.85,3.2,32.81,19.71,1.55,97.95
23-09-2016,24.05,29.64,26.4,2.65,23.38,19.65,4.62,97.69
24-09-2016,24.08,29.95,26.55,4.45,136.69,20.02,32.9,97.47
25-09-2016,24.14,27.09,25.58,4.41,338.69,20.14,44.04,97.54
26-09-2016,23.27,27.82,25.29,3.89,331.12,19.29,14.35,97.78
27-09-2016,23.76,28.28,25.63,2.87,313.75,19.59,16.09,97.9
28-09-2016,23.2,29.17,25.9,3.25,305.5,19.17,9.51,97.86
29-09-2016,23.05,28.19,25.37,3.63,299.38,18.92,6,97.8
30-09-2016,23.58,28.4,25.59,3.75,318.81,19.53,6.71,97.72
01-10-2016,24.21,30.24,26.54,4.63,132.06,19.96,5.34,97.78
02-10-2016,23.8,29.71,26.12,2.71,143.81,19.41,10.05,98.09
03-10-2016,23.06,30.12,26.18,2.87,166.5,19.1,0.92,98.12
04-10-2016,22.52,30.48,26.37,2.81,205.69,18.74,0.62,98.13
05-10-2016,22.97,29.38,25.92,3.02,254.81,18.74,4.56,98.05
06-10-2016,23.03,29.48,25.99,3.26,291.44,18.8,1.24,98.08
07-10-2016,23.64,29.05,25.9,2.95,297.38,19.17,11.1,98.09
08-10-2016,23.7,27.76,25.48,3.09,307.56,19.59,45.43,98.04
09-10-2016,23.45,29.26,25.89,3.66,307.19,18.98,4.09,98.01
10-10-2016,21.5,30.35,25.84,3.12,321.44,18.13,0.97,98.1
11-10-2016,21.89,30.88,25.8,3.38,321,18.07,0.25,98.16
12-10-2016,20.58,30.47,25.07,2.84,321.31,16.66,0,98.28
13-10-2016,17.42,29.21,23.44,2.39,298.94,13.18,0,98.44
14-10-2016,17.07,29.3,23.49,1.48,239.44,11.96,0,98.5
15-10-2016,18.87,29.31,24.14,1.36,168.06,12.39,0,98.53
16-10-2016,18.89,29.36,24.3,1.59,153,12.57,0,98.56
17-10-2016,17.73,29.26,23.94,1.62,155.5,12.08,0,98.48
18-10-2016,16.78,28.74,23.13,1.91,129.25,12.02,0,98.4
19-10-2016,17.76,29.08,23.61,1.52,289.88,12.21,0,98.32
20-10-2016,17.07,29.39,22.92,1.73,130.31,12.15,0,98.22
21-10-2016,16.98,28.83,23.09,1.59,155.31,11.72,0,98.31
22-10-2016,17.09,28.9,23.34,1.48,174.12,11.66,0,98.49
23-10-2016,16.15,29.14,23.11,1.78,292.94,11.84,0,98.51
24-10-2016,16.79,28.71,22.33,2.61,310.5,13.18,0,98.44
25-10-2016,16.19,28.46,22.33,2.7,323.88,13.18,0,98.39
26-10-2016,16.28,28.78,22.24,2.48,154.31,12.82,0,98.51
27-10-2016,15.9,28.11,21.17,3.02,32.31,12.08,0,98.68
28-10-2016,13.68,27.55,20.94,2.48,82.81,12.33,0,98.61
29-10-2016,17.78,28.14,22.55,2.95,36.94,14.47,0,98.55
30-10-2016,18.48,28.23,22.84,3.02,33.81,14.59,0,98.69
31-10-2016,16.42,27.73,21.67,2.59,30.56,12.94,0,98.92
01-11-2016,16.3,27.35,21.34,2.66,29.31,12.45,0,98.84
02-11-2016,15.79,27.67,21.37,2.56,29.62,13,0,98.77
03-11-2016,15.84,28.35,21.93,2.45,31.56,13.79,0,98.75
04-11-2016,18.05,27.91,22.63,2.93,154.06,14.59,0,98.51
05-11-2016,19.71,28.82,23.6,2.48,196.94,15.62,0,98.34
06-11-2016,18.24,28.37,22.62,2.55,218.06,12.76,0,98.54
07-11-2016,13.3,27.56,20.77,2.22,284.38,9.64,0,98.74
08-11-2016,14.31,28.25,21.33,1.61,162.62,9.64,0,98.78
09-11-2016,13.51,26.94,20.57,1.53,221.88,9.03,0,98.87
10-11-2016,12.43,26.17,19.41,1.39,261.56,8.54,0,98.79
11-11-2016,12.73,26.48,19.44,1.44,99.19,8.73,0,98.77
12-11-2016,11.58,26.11,18.7,2.11,44.56,9.58,0,98.88
13-11-2016,12.73,27.14,19.75,2.08,39.56,10.93,0,98.95
14-11-2016,14.65,27.57,20.85,2.07,30.88,12.02,0,98.87
15-11-2016,15.4,27.6,20.89,2.54,36.5,12.82,0,98.82
16-11-2016,14.82,27.62,20.19,3.08,41.5,12.08,0,98.89
17-11-2016,13.64,26.65,19.35,2.92,48.62,10.25,0,98.96
18-11-2016,11.27,26.54,18.76,2.47,43.06,9.7,0,98.85
19-11-2016,12.22,27.33,19.43,2.13,44.12,10.38,0,98.69
20-11-2016,12.75,27.67,20.08,1.74,48.81,10.31,0,98.73
21-11-2016,12.3,28.08,20.19,1.73,53.75,10.31,0,98.75
22-11-2016,12.85,28.1,20.11,1.9,49.81,9.83,0,98.71
23-11-2016,12.47,28.07,19.47,1.8,86.69,9.4,0,98.69
24-11-2016,12.18,28.06,19.49,2.29,61.62,9.46,0,98.76
25-11-2016,11.7,27.9,19.33,2.11,55.19,9.22,0,98.73
26-11-2016,11.25,28.77,20.16,1.89,206.31,8.48,0,98.73
27-11-2016,11.38,29.58,20.78,2.09,209.31,8.12,0,98.72
28-11-2016,12.35,29.67,20.33,2.11,118.44,8.54,0,98.72
29-11-2016,13.02,29.78,20.58,1.62,96.94,8.85,0,98.8
30-11-2016,13.11,29.18,19.91,1.96,56.81,9.4,0,98.87
01-12-2016,12.42,29.19,20.03,2.66,56.12,10.44,0,98.84
02-12-2016,14.93,27.1,19.76,2.89,55.88,11.54,0,98.89
03-12-2016,14.29,29.4,20.83,2.8,56.81,12.08,0,99.02
04-12-2016,15.02,29.44,20.94,3.03,48.75,11.47,0,99.09
05-12-2016,13.4,28.2,20.05,2.49,49.38,10.68,0,98.96
06-12-2016,13.38,28.12,19.31,2.73,54.06,9.46,0,98.94
07-12-2016,11.35,28.29,18.97,2.23,42.81,9.16,0,98.89
08-12-2016,10.9,27.58,18.58,2.16,136.12,7.81,0,98.8
09-12-2016,8.97,27.26,17.19,2.5,61.31,7.63,0,98.66
10-12-2016,9.26,27.65,17.65,2.53,27.94,8.3,0,98.62
11-12-2016,9.71,27.27,17.35,3.08,35.94,8.18,0,98.58
12-12-2016,11.47,28.95,18.23,3.47,43.06,8.48,0,98.6
13-12-2016,12.17,29.98,19.69,3.23,54.5,8.85,0,98.64
14-12-2016,13.65,29.16,20.34,2.99,55.75,9.46,0,98.81
15-12-2016,12.92,29.55,19.84,3.15,57.06,8.67,0,98.9
16-12-2016,11.83,28.98,19.43,2.62,59,8.06,0,99
17-12-2016,10.86,28.8,19.47,2.07,118.69,7.32,0,98.98
18-12-2016,10.37,28.63,18.69,2.45,38.19,6.9,0,98.98
19-12-2016,9.4,28.48,18.1,2.38,47.88,6.71,0,98.98
20-12-2016,9.83,28.91,18.6,2.11,51.81,6.41,0,98.93
21-12-2016,9.9,29.01,19.46,1.81,152.19,5.86,0,98.95
22-12-2016,10.03,29.85,19.44,2.11,60.38,5.31,0,98.84
23-12-2016,8.64,28.68,18.13,2.51,65.62,5.19,0,98.71
24-12-2016,10.8,30.19,19.08,1.92,63.44,6.04,0,98.56
25-12-2016,11.01,30.34,19.55,2.07,147.06,6.47,0,98.66
26-12-2016,10.83,29.35,19.98,2.38,127,5.62,0,98.81
27-12-2016,7.9,28.31,16.85,3.3,40.62,5.37,0,98.9
28-12-2016,9,28.49,17.67,2.48,48.88,6.65,0,98.91
29-12-2016,10.12,29.94,19.06,2.38,53.94,7.02,0,98.89
30-12-2016,11.12,30.69,20.3,1.81,53.56,7.14,0,98.9
31-12-2016,12.26,30.67,20.97,1.4,75,6.84,0,98.81
01-01-2017,12.84,30.38,21.05,1.82,156.38,7.08,0,98.79
02-01-2017,14.13,30.12,20.83,2.33,188,7.51,0,98.84
03-01-2017,10.92,28.52,18.53,2.91,100.06,6.1,0,98.95
