Date,Temp_Min,Temp_Max,Temp,WS,WD,HUM,PRE,SP
10-01-2018,11.69,30.08,20.07,2.55,51.75,4.33,0,99.06
11-01-2018,12.79,31.2,21.56,2.21,131.5,4.15,0,98.94
12-01-2018,14.43,32.63,23.12,2.08,109.31,4.27,0,98.81
13-01-2018,14.84,32.54,22.85,3.07,55.62,4.46,0,98.78
14-01-2018,14.89,32.63,23.07,2.45,65.5,5.43,0,98.83
15-01-2018,17.05,32.84,24.05,1.99,141.56,6.84,0,98.79
16-01-2018,15.68,32.59,23.12,2.57,81.81,4.94,0,98.67
17-01-2018,13.17,32.46,21.96,2.44,125.62,4.7,0,98.67
18-01-2018,12.42,31.46,20.96,2.9,45.44,3.91,0,98.77
19-01-2018,11.01,31.59,20.34,2.89,69.88,3.42,0,98.84
20-01-2018,11.92,31.94,21.35,2,71.88,3.54,0,98.76
21-01-2018,13.16,31.83,21.49,2.17,96.31,4.46,0,98.66
22-01-2018,12.48,31.07,21.21,2.2,117.12,4.88,0,98.53
23-01-2018,13.49,31.77,22.15,2.85,171.62,5.92,0,98.4
24-01-2018,14.83,31.27,22.41,2.45,282.75,5.8,0,98.43
25-01-2018,10.76,30.22,20.43,2.66,165,2.44,0,98.49
26-01-2018,10.49,31.06,20.48,2.12,71.06,2.14,0,98.54
27-01-2018,11.22,31.43,20.31,2.18,58.69,2.56,0,98.56
28-01-2018,11.05,32.16,20.76,2.55,135.44,3.3,0,98.65
29-01-2018,12.59,32.2,21.62,2.24,96.69,3.36,0,98.83
30-01-2018,14.2,32.63,23.07,2.05,56.44,3.3,0,98.83
31-01-2018,15.34,33.55,24.35,1.78,138.75,2.99,0,98.78
01-02-2018,12.76,33.54,23.53,2.22,79.19,2.81,0,98.74
02-02-2018,15.76,34.41,24.76,1.12,173.5,2.69,0,98.61
03-02-2018,14.37,33.85,23.88,1.99,144.25,3.42,0,98.62
04-02-2018,15.39,33.95,24.14,2.22,158.88,5.07,0,98.65
05-02-2018,16.95,34.73,25.44,2.36,132.44,5.86,0,98.85
06-02-2018,17.51,33.27,24.86,1.98,120.81,6.47,0,98.84
07-02-2018,19.91,32.33,25.29,2.86,170.62,6.84,0,98.69
08-02-2018,16.23,34.43,25.47,2.52,232.75,6.1,0,98.53
09-02-2018,17.9,34.58,25.62,2.27,269.81,4.88,0,98.48
10-02-2018,17.47,30.96,24.01,2.23,112.19,4.7,0,98.71
11-02-2018,17.98,33.94,26.05,4.17,137.31,8.06,1.82,98.73
12-02-2018,20.32,33.33,25.61,3.47,148.5,9.77,13.77,98.91
13-02-2018,18.17,30.9,24.26,2.71,107.62,12.51,4.29,99.1
14-02-2018,18.65,29.98,23.08,3.47,47,11.84,0.49,99.29
15-02-2018,13.65,30.58,21.56,2.91,27.19,7.63,0,99.27
16-02-2018,12.11,31.33,21.71,2.76,36.94,6.41,0,99.09
17-02-2018,13.77,32.43,22.82,2.41,53.81,6.84,0,98.68
18-02-2018,15,33.62,23.98,2.01,110.81,6.84,0,98.54
19-02-2018,15.85,34.52,24.95,2.32,113.94,7.02,0,98.55
20-02-2018,17.28,34.35,25.55,2.2,106.56,7.93,0,98.56
21-02-2018,19.24,34.74,26.29,2.52,65.81,8.12,0,98.45
22-02-2018,18.52,35.19,26.64,2.14,99.94,6.71,0,98.4
23-02-2018,18.79,35.53,27.04,2.69,121.94,6.77,0,98.47
24-02-2018,19.69,36.37,27.91,2.84,132.5,7.45,0,98.64
25-02-2018,19.4,37.01,28.63,2.09,131.69,6.77,0,98.69
26-02-2018,22.35,37.12,29.14,1.84,160.38,6.84,0,98.58
27-02-2018,18.96,37.59,27.89,3.05,34.38,5.86,0,98.53
28-02-2018,17.39,38.05,27.76,2.59,49.81,4.52,0,98.52
01-03-2018,18.45,38.01,28.37,2.16,77,4.82,0,98.43
02-03-2018,20.12,38.83,29.9,1.75,95.25,5.86,0,98.33
03-03-2018,22.4,38.79,30.87,1.63,176.69,5.98,0,98.21
04-03-2018,23.27,38.36,30.64,1.2,95.06,6.04,0,98.23
05-03-2018,22.29,39.03,30.56,2.88,183.62,5.68,0,98.33
06-03-2018,21.6,38.43,29.59,2.12,159.44,5.68,0,98.43
07-03-2018,21.42,37.77,29.6,3,89.12,6.35,0,98.45
08-03-2018,22.05,38.22,30.07,3.51,112.75,6.84,0,98.47
09-03-2018,21.4,37.91,29.37,2.71,75.81,6.9,0,98.52
10-03-2018,21.89,38.8,30.48,1.93,113,6.41,0,98.48
11-03-2018,22.86,36.43,29.29,1.89,126.44,7.02,0.24,98.54
12-03-2018,23.05,38.58,30.92,1.86,178.5,7.2,0,98.54
13-03-2018,22.4,38.88,30.62,2.39,173.38,6.9,0,98.5
14-03-2018,22.99,40.44,31.79,2.66,176.5,5.86,0,98.3
15-03-2018,23.89,39.63,31.35,3.66,259.38,6.23,0.04,98.25
16-03-2018,22.95,34.19,28.02,3.44,225.81,9.34,4.45,98.44
17-03-2018,19.39,35.64,27.71,1.58,179.19,9.77,0,98.47
18-03-2018,22.29,37.37,29.83,1.98,110.81,7.75,0,98.51
19-03-2018,22.16,38.98,30.57,3.16,77.12,6.84,0,98.56
20-03-2018,23.57,38.37,30.87,1.67,172.5,6.9,0,98.4
21-03-2018,24,39.63,31.98,2.34,223,8.06,0,98.21
22-03-2018,22,39.58,30.73,3.66,314.19,5.31,0,98.13
23-03-2018,20.86,39.57,30.14,3.42,328.56,4.21,0,98.19
24-03-2018,21.19,40.26,30.63,3.38,154.5,4.58,0,98.39
25-03-2018,21.19,39.9,30.66,3.59,79.75,4.39,0,98.58
26-03-2018,20.92,40.65,31.39,2.52,123.44,3.72,0,98.56
27-03-2018,22.63,40.06,32.1,1.61,149.12,3.54,0,98.34
28-03-2018,23.95,40.43,32.94,1.73,222.56,4.03,0,98.19
29-03-2018,23.33,41.16,31.58,1.86,198.5,3.23,0,98.14
30-03-2018,24.05,42.77,33.32,1.7,204.5,3.66,0,98.06
31-03-2018,23.49,42.65,33.4,2.27,209.5,6.23,0.11,98.01
01-04-2018,25.61,41.42,33.16,3.47,222.38,8.97,0.23,98.04
02-04-2018,22.8,40.85,31.8,2.62,165.44,7.02,0.05,98.15
03-04-2018,23.65,41.44,32.62,2.59,187.62,8.61,0,98.14
04-04-2018,24.06,41.97,33.34,2.73,182.56,8.36,0,97.96
05-04-2018,26.58,42.63,34.4,3.98,202.62,8.54,0,97.85
06-04-2018,25.87,40.83,33.72,2.91,258.25,8.36,0,98.01
07-04-2018,27.31,41.3,34.33,2.44,195.75,7.39,0,98.15
08-04-2018,26.23,39.54,32.98,4.25,193.44,10.13,0.73,98.32
09-04-2018,25.59,40.69,33.51,3.36,181.94,9.77,0.06,98.31
10-04-2018,26.89,40.93,33.87,3.11,161.38,10.19,0.41,98.21
11-04-2018,25.41,39.87,32.73,2.87,174.19,11.11,4.16,98.23
12-04-2018,26.17,40.08,33.32,1.93,140.62,10.31,0.8,98.1
13-04-2018,26.19,41.16,33.92,3.16,156.69,10.38,0.65,98.15
14-04-2018,28.3,40.95,34.56,3.84,147.75,11.17,0.61,98.1
15-04-2018,27.69,40.07,33.48,4.52,146.5,12.94,4.62,98.21
16-04-2018,25.85,41.54,33.73,2,116.12,12.15,0.26,98.26
17-04-2018,27.11,43.69,35.72,2.06,245.31,10.68,0,98.23
18-04-2018,27.52,44.51,36.05,1.82,280.5,8.79,0,98.09
19-04-2018,25.16,43.86,35.01,2.09,234.62,5.68,0,97.89
20-04-2018,25.27,44.65,35.13,3.15,265.75,6.04,0,97.86
21-04-2018,26.19,44.02,35.28,3.34,317.31,6.1,0,97.96
22-04-2018,26.06,43.53,35.71,1.65,162.94,6.35,0,98.01
23-04-2018,27.19,44,35.77,2.02,192.38,6.96,0,97.98
24-04-2018,25.9,43.48,34.89,2.66,113.94,5.37,0,98.03
25-04-2018,25.26,42.58,34.25,2.52,118.38,8.3,0.01,98
26-04-2018,26.13,43.69,35.61,1.81,238.81,7.02,0,97.89
27-04-2018,26.94,44.27,35.94,2.86,213.38,7.57,0,98.02
28-04-2018,27.34,44.59,36.06,4.32,192.69,8.85,0,98.03
29-04-2018,29.44,46.12,37.65,3.51,264,7.63,0,97.8
30-04-2018,27.65,45.9,36.76,3.41,283.19,5.98,0,97.7
01-05-2018,29.69,45.41,37.83,1.41,246.06,7.63,0,97.81
02-05-2018,30.19,45.32,37.7,3.7,234.25,9.28,0.86,97.86
03-05-2018,29.95,43.85,36.49,5.39,156.62,13,2.39,97.99
04-05-2018,28.23,42.63,35.73,3.91,173.81,12.33,0.79,98.08
05-05-2018,29.68,44.24,37.08,4.79,193.19,11.11,0,98.03
06-05-2018,29.94,44.74,37.48,4.87,202,11.66,1.71,98.06
07-05-2018,31.18,43.45,37.22,2.77,237.44,10.93,0.1,97.95
08-05-2018,29.03,45.15,37.21,2.12,300.88,8,0,97.84
09-05-2018,29.3,44.47,37.11,1.14,206.12,7.93,0,97.95
10-05-2018,29.67,44.17,37.25,3.64,217.69,11.41,0,98.08
11-05-2018,30.61,44.92,37.9,4.22,182.19,10.68,0,97.91
12-05-2018,31.62,45.15,37.87,5.08,184,10.86,0.18,97.84
13-05-2018,30.83,44.2,37.15,4.76,195.75,10.31,1.42,97.86
14-05-2018,29.36,43.73,36.83,4.37,221.31,10.68,0.43,97.91
15-05-2018,29.28,43.2,36.03,4.79,202.31,10.86,0.34,97.88
16-05-2018,28.82,44.39,36.9,3.38,172.12,9.95,0.16,97.75
17-05-2018,29.65,45.09,37.69,3.74,177.06,9.58,0.02,97.71
18-05-2018,31.01,45.65,38.23,4.12,240.88,9.95,0,97.63
19-05-2018,30.28,45.93,38.15,1.94,282.38,7.32,0,97.56
20-05-2018,30.02,45.28,37.69,2.79,158.12,9.95,0,97.65
21-05-2018,31.08,44.2,37.33,5.02,168.25,12.33,0,97.73
22-05-2018,30.99,42.17,36.25,4.84,169.69,13.06,1.12,97.82
23-05-2018,31.6,44.07,37.54,4.37,200.44,12.76,0.07,97.68
24-05-2018,30.76,44.9,36.94,5.59,188.81,11.54,0,97.56
25-05-2018,29.19,45.65,37.43,4.04,164.19,9.83,0,97.51
26-05-2018,29.76,44.8,37.5,5.04,167.31,12.63,1.5,97.57
27-05-2018,30.67,40.97,35.09,3.17,210,14.83,4.34,97.64
28-05-2018,29.32,45.05,37.26,4.42,208.88,13.31,0,97.35
29-05-2018,30.51,46.63,38.67,4.41,263.94,11.11,0,97.24
30-05-2018,32.42,46.19,39.19,3.68,285.81,11.05,1.15,97.3
31-05-2018,32.21,44.77,37.57,3.94,211.38,14.1,2.99,97.57
01-06-2018,29.08,39.08,33.97,3.32,215.62,17.4,14.17,97.77
02-06-2018,26.36,35.29,29.86,3.44,206.19,17.76,1.81,97.91
03-06-2018,26.45,40.12,33.23,2.86,233.94,16.6,4.16,97.63
04-06-2018,27.25,40.47,33.48,4.06,256.06,16.05,2.91,97.46
05-06-2018,27.05,38.36,32.14,3.26,180.69,16.54,10.23,97.57
06-06-2018,27.45,38.09,32.27,3.03,206.81,18.01,3.29,97.74
07-06-2018,27.03,34.99,30.57,3.02,245.94,19.1,5.43,97.52
08-06-2018,26.56,35.03,29.99,3.7,226.56,19.47,7.97,97.38
09-06-2018,26.4,33.79,29.31,4.27,256.69,18.98,13.39,97.22
10-06-2018,25.38,29.65,27.54,5.46,261.69,20.02,17.17,97.25
11-06-2018,25.65,32.3,28.73,5.3,257.19,20.39,18.66,97.36
12-06-2018,25.66,33.72,29.1,5.73,254.94,18.98,0.47,97.36
13-06-2018,25.56,37.07,30.8,5.08,258.69,18.13,0,97.41
14-06-2018,26.25,38.12,31.76,4.84,264.56,17.76,0,97.54
15-06-2018,25.89,38.45,31.65,4.59,266.06,16.54,0.2,97.66
16-06-2018,25.9,38.4,31.76,5.12,277.88,16.05,0.06,97.78
17-06-2018,26.15,37.74,31.52,5.35,261.56,14.89,0.05,97.76
18-06-2018,25.05,35.03,29.5,4.44,239.62,18.07,7.65,97.67
19-06-2018,25.52,36.41,30.8,3.21,250.75,18.07,3.69,97.62
20-06-2018,25.9,36.56,30.76,2.87,224.81,18.25,0.92,97.64
21-06-2018,25.4,35.22,29.65,2.33,224.25,19.23,5.9,97.69
22-06-2018,25.51,35.26,29.88,2.24,243.56,18.01,5.46,97.69
23-06-2018,25.66,35.18,29.96,2.03,203.38,18.25,1.7,97.64
24-06-2018,25.43,35.19,29.93,4.09,232.81,18.01,0.42,97.66
25-06-2018,24.94,35.12,29.76,4.38,232.25,17.46,1.7,97.51
26-06-2018,25.37,34.76,29.17,6.16,255.06,17.03,6.55,97.43
27-06-2018,24.86,28.8,26.65,5.52,252.94,18.8,17.09,97.41
28-06-2018,24.24,28.12,25.95,3.68,237.5,18.86,39.88,97.55
29-06-2018,23.17,31.73,27.34,2.98,207.19,17.7,1.86,97.71
30-06-2018,23.7,33.87,28.87,2.56,232.88,17.64,1.55,97.82
01-07-2018,24.26,33.21,28.52,2.49,246.81,18.31,18.27,97.82
02-07-2018,24.47,32.25,28.61,2.79,243.31,18.37,3.26,97.75
03-07-2018,24.92,31.25,27.51,4.73,244.75,18.49,8.55,97.75
04-07-2018,23.65,31.69,27.33,4.66,247.5,18.25,6.8,97.79
05-07-2018,24.01,30.33,26.74,3.91,251.12,19.04,28.73,97.73
06-07-2018,24.02,27.81,25.54,5.68,272.56,19.04,67.11,97.58
07-07-2018,24.02,30.76,27.01,4.22,281,19.47,15.36,97.38
08-07-2018,24.69,29.49,26.85,4.53,285.44,20.94,38.44,97.28
09-07-2018,24.26,28.24,26.08,6.78,271.62,19.78,11.93,97.26
10-07-2018,23.66,28.33,25.4,5.73,264.81,18.07,16.87,97.42
11-07-2018,23.57,27.48,25.33,6.05,247.5,18.62,26.12,97.39
12-07-2018,23.81,28.77,25.96,6.18,258.62,19.23,23.29,97.34
13-07-2018,22.96,28.05,25.07,4.94,264.81,17.64,5.54,97.42
14-07-2018,23.8,29.72,26.35,4.1,261,19.04,3.61,97.36
15-07-2018,24.22,29.94,26.77,4.35,257.31,19.78,19.13,97.23
16-07-2018,24.23,30.94,26.87,5.62,248.19,20.14,24.38,97.15
17-07-2018,23.8,29.15,26.18,6.23,259.81,19.1,14.4,97.3
18-07-2018,23.48,29.73,26.48,5.05,262.38,18.98,2.23,97.46
19-07-2018,23.9,30.82,27.02,4.13,260.44,19.47,3.57,97.47
20-07-2018,24.7,27.62,25.78,4.55,256.81,19.23,3.28,97.48
21-07-2018,23.63,30.58,26.35,5.13,261.44,18.98,5.06,97.57
22-07-2018,23.55,28.73,25.65,4.8,258,18.98,13.39,97.54
23-07-2018,23.2,29.71,25.88,5.15,252.19,18.43,4.57,97.53
24-07-2018,23.66,31.13,26.79,4.73,250.5,18.43,1.23,97.68
25-07-2018,23.91,31.14,26.9,4.59,256.88,18.8,1.38,97.73
26-07-2018,23.77,29.26,26.15,4.52,254.62,18.49,0.59,97.81
27-07-2018,23.71,30.75,26.86,3.97,269.56,18.55,2.78,97.78
28-07-2018,23.81,31.13,27.25,3.34,274.25,18.8,0.99,97.77
29-07-2018,24.19,30.88,27.06,3.77,282.38,18.98,0.03,97.68
30-07-2018,24.22,30.89,27.05,3.87,282.62,18.68,0.09,97.68
31-07-2018,24.16,30.71,26.8,4.25,275.62,18.49,0.06,97.67
01-08-2018,23.84,30.98,27.05,4.09,275.75,18.55,0.12,97.75
02-08-2018,24.34,31.04,27.19,4.3,287.25,18.74,0.25,97.89
03-08-2018,24.13,30.83,27.05,4.12,284.94,18.68,0.21,97.95
04-08-2018,24.07,31.46,27.36,4.43,283,18.68,0.05,97.9
05-08-2018,24.21,30.85,27.08,4.6,280.75,18.49,0.06,97.85
06-08-2018,24.26,31.01,27.05,4.89,289,18.31,0.47,97.67
07-08-2018,23.38,30.12,26.24,4.63,286.5,18.31,3.17,97.53
08-08-2018,23.52,26.49,24.66,4.16,265.88,17.94,3.79,97.5
09-08-2018,22.73,31.44,26.73,4.16,264.75,18.25,2.11,97.75
10-08-2018,23.79,31.38,27.03,5.12,287.25,18.86,4.58,97.85
11-08-2018,24.12,28.49,25.76,6.01,288.44,19.04,54.03,97.66
12-08-2018,23.55,29.67,25.92,5.52,279.06,18.98,35.04,97.48
13-08-2018,23.68,30.74,26.69,4.13,265.62,18.92,3.49,97.54
14-08-2018,23.92,28.29,25.91,4.26,280.25,18.98,2.01,97.48
15-08-2018,24.26,28.28,25.9,5,297.62,20.02,67.86,97.36
16-08-2018,25.08,30.85,27.3,3.59,252.62,21.24,33.01,97.04
17-08-2018,23.63,30.05,26.19,6.3,240.75,19.23,7.15,97.13
18-08-2018,22.98,29.96,25.89,5.19,273.31,18.49,4.65,97.45
19-08-2018,23.62,29.93,26.3,4.48,291.06,19.47,16.46,97.5
20-08-2018,23.4,26.25,24.64,6.31,281.56,18.8,63.95,97.46
21-08-2018,22.8,27.43,24.73,7.34,260.88,18.25,15.06,97.48
22-08-2018,22.54,30.26,26.05,4.77,255.5,18.8,0.64,97.74
23-08-2018,23.76,30.44,26.42,4.87,277.25,18.98,0.33,97.83
24-08-2018,23.15,30.34,26.27,4.48,290.88,18.8,0.54,97.86
25-08-2018,23.92,29.98,26.39,4.42,286.38,18.86,0.18,97.83
26-08-2018,23.44,28.23,25.31,4.12,274.25,18.25,12.73,97.75
27-08-2018,23.24,26.71,24.63,4.29,265.69,18.31,11.48,97.72
28-08-2018,22.73,26.48,24.29,4.62,265.06,17.82,6.19,97.71
29-08-2018,22.1,28.35,24.76,3.67,260.56,17.7,3.1,97.89
30-08-2018,22.81,30.17,26.02,3.85,281.5,18.19,0.19,97.86
31-08-2018,23.34,28.62,25.44,4.2,281.12,18.43,2.84,97.89
01-09-2018,22.94,28.97,25.32,4.45,276.94,18.31,5.55,97.99
02-09-2018,22.72,29.08,25.21,3.5,271.5,17.94,4.21,98.04
03-09-2018,23,29.97,25.82,3.84,273.75,18.19,3.52,98.04
04-09-2018,22.94,29.44,25.48,3.86,273.25,17.76,1.04,98.08
05-09-2018,22.05,28.81,25.21,4.18,278.5,17.64,0.2,97.97
06-09-2018,22.32,25.33,23.81,4.62,280.38,17.33,6.1,97.87
07-09-2018,21.59,26.93,23.93,4.33,276.12,17.27,19.36,97.9
08-09-2018,21.36,29.59,25.2,2.87,250.44,16.36,0.2,98.04
09-09-2018,20.24,30.7,25.84,1.23,302.31,15.99,0,98.23
10-09-2018,21.44,30.4,26.15,1.82,323.12,16.78,0,98.44
11-09-2018,22.27,28.96,25.41,2.27,294.75,17.21,0,98.47
12-09-2018,22.19,30.71,25.99,2.57,275.88,17.88,2.35,98.26
13-09-2018,21.17,30.44,25.86,2.15,295.12,17.15,0.23,98.2
14-09-2018,21.09,30.83,26.16,1.57,279.19,16.85,0,98.25
15-09-2018,21.62,30.69,26.32,2.38,330.56,17.64,0,98.29
16-09-2018,22.5,30.72,26.35,2.7,307.38,18.01,0.02,98.12
17-09-2018,23.1,29.57,26.4,2.04,106.75,18.07,0.82,98
18-09-2018,21.9,31.06,26.83,2.3,235.12,17.52,0.05,98.02
19-09-2018,22.78,31,26.87,2.57,210.06,18.31,1.47,97.98
20-09-2018,22.87,31.61,26.88,3.48,204.94,18.8,3.78,97.73
21-09-2018,23.98,28.72,25.69,7.13,303.25,19.53,36.65,97.3
22-09-2018,22.35,29.39,25.43,6.24,184.69,17.94,7.9,97.97
23-09-2018,22.38,30.28,25.9,3.17,174.44,17.76,0,98.5
24-09-2018,21.43,30.5,26.51,1.8,187.75,17.7,7.41,98.48
25-09-2018,22.63,30.73,26.76,1.83,271.25,18.25,1,98.35
26-09-2018,22.57,31.19,27.25,1.52,158.75,17.46,0.01,98.28
27-09-2018,22.55,31.38,27.17,1.3,158.56,17.09,0.08,98.31
28-09-2018,22.13,31.57,27.17,1.54,132.25,17.15,0,98.37
29-09-2018,21.74,31.58,26.94,2.06,130.31,17.4,0,98.39
30-09-2018,21.62,31.7,26.78,1.84,141.44,16.91,0,98.38
01-10-2018,21.85,31.73,26.9,1.66,114.94,16.36,0,98.39
02-10-2018,22.15,31.58,26.8,1.5,108.81,16.48,0,98.47
03-10-2018,21.66,31.11,26.35,1.49,59.88,16.11,0,98.46
04-10-2018,20.31,31.22,25.84,1.88,46.75,15.87,0,98.48
05-10-2018,20.36,31.24,26.24,1.68,52.94,16.24,0,98.54
06-10-2018,20.73,31.66,26.4,1.76,48.62,16.54,0,98.51
07-10-2018,20.77,31.01,25.95,1.98,67.06,15.62,0,98.49
08-10-2018,21.87,31.27,26.49,1.42,128,15.2,0,98.42
09-10-2018,20.94,31.17,25.89,1.98,149.94,14.77,0,98.3
10-10-2018,18.58,31.13,24.83,2.55,151.5,14.4,0,98.16
11-10-2018,19.05,30.15,24.28,4,126.5,14.53,0,98.08
12-10-2018,20.65,30.91,25.46,3.45,113.31,16.42,0,98.24
13-10-2018,21.01,30.9,25.8,2.03,107.62,16.48,0,98.51
14-10-2018,19.81,31.23,25.76,1.93,141.69,14.53,0,98.61
15-10-2018,19.72,31.12,25.11,1.86,60.62,13.18,0,98.73
16-10-2018,20.09,31.58,24.97,1.86,63.62,12.63,0,98.75
17-10-2018,19.77,31.6,25.34,1.71,107.44,13.18,0,98.64
18-10-2018,20.46,32.68,26.04,1.85,139.62,13.85,0,98.56
19-10-2018,19.88,33.11,25.86,1.86,135.31,13.92,0,98.63
20-10-2018,21.15,33.21,26.26,1.95,89.56,14.4,0,98.73
21-10-2018,20.83,33.75,26.55,1.65,103.44,14.28,0,98.76
22-10-2018,21.48,33.88,27.33,1.39,233.5,14.1,0,98.65
23-10-2018,20.22,33.81,26.46,1.66,194.62,12.02,0,98.65
24-10-2018,17.52,33.37,24.73,2.48,64.25,11.35,0,98.69
25-10-2018,17.05,33.67,24.27,2.85,87.5,10.74,0,98.85
26-10-2018,17.04,33.42,24.15,2.17,106.25,10.31,0,98.92
27-10-2018,18.52,33.48,24.68,2.23,77.31,11.17,0,98.87
28-10-2018,17.64,32.76,24.02,2.85,75.5,11.29,0,98.81
29-10-2018,15.9,31.65,22.98,3.38,55.38,10.68,0,98.68
30-10-2018,16.46,31.8,23.31,3.34,57.56,11.84,0,98.64
31-10-2018,16.65,32.01,24.19,2.97,64.31,12.82,0,98.67
01-11-2018,18.59,32.79,25.22,2.92,65.69,14.16,0,98.64
02-11-2018,20.04,33.37,26,2.3,65.62,14.53,0,98.6
03-11-2018,20.14,33.69,26.45,1.8,138.56,14.22,0,98.64
04-11-2018,21.62,34.07,27,2.1,105.81,13.79,0,98.68
05-11-2018,20.59,34.13,26.88,1.9,124.94,13.37,0,98.64
06-11-2018,21.88,33.91,27.15,1.52,169.88,13.67,0,98.69
07-11-2018,20.55,33.9,26.37,2.12,114.44,13.31,0,98.72
08-11-2018,18.54,34.12,25.33,2.09,97,11.72,0,98.65
09-11-2018,16.83,33.85,24.31,2.24,110.44,10.44,0,98.57
10-11-2018,15.78,33.89,23.76,2.25,55.88,8.97,0,98.65
11-11-2018,14.76,33.24,23.12,2.4,54.81,8,0,98.75
12-11-2018,14.5,32.8,22.73,2.3,66.88,8.18,0,98.67
13-11-2018,16.03,33.48,23.39,2.19,118.5,8.36,0,98.48
14-11-2018,15.58,33.82,23.4,2.41,82.06,8.61,0,98.5
15-11-2018,15.97,34.33,23.83,2.78,73,8.67,0,98.67
16-11-2018,16.76,34.91,24.9,1.8,54.12,8.36,0,98.66
17-11-2018,17.08,34.56,24.73,1.8,138,8.48,0,98.6
18-11-2018,18.2,35.04,25.89,2.24,134.25,10.8,0,98.61
19-11-2018,19.77,34.76,26.82,2.3,98.5,10.68,0,98.78
20-11-2018,19.87,34.68,26.46,2.29,91.44,10.31,0,98.83
21-11-2018,19.31,33.81,25.4,2.55,85.56,10.01,0,98.85
22-11-2018,17.87,33.19,24.41,2.74,69,9.89,0,98.95
23-11-2018,17.27,33.27,24.31,2.72,76.62,8.61,0,99.05
24-11-2018,17.34,32.78,24.29,1.91,64.31,7.69,0,99.05
25-11-2018,15.47,32.56,22.91,2.12,54.25,6.71,0,98.96
26-11-2018,14.85,32.6,22.55,1.94,61.81,6.59,0,98.8
27-11-2018,14.42,32.44,22.42,2.2,76.5,6.77,0,98.87
28-11-2018,14.28,31.78,22.24,2.39,88.19,7.81,0,98.92
29-11-2018,14.87,32.12,22.65,2.33,78.5,8.42,0,99.01
30-11-2018,15.76,31.65,22.85,2.44,67.56,8.73,0,98.99
01-12-2018,15.96,31.32,22.75,1.95,68.62,8.91,0,98.82
02-12-2018,15.88,30.63,22.46,2.13,87.38,8.67,0,98.67
03-12-2018,15.21,31.42,22.73,2.55,85.31,8.42,0,98.75
04-12-2018,16.62,29.71,22.37,2.42,61.38,8.61,0,98.88
05-12-2018,17.67,30.46,22.85,2.13,116.25,8.97,0,98.74
06-12-2018,16.63,31.78,23.53,1.98,140.44,8.91,0,98.58
07-12-2018,17.33,32.11,24.06,1.91,134.62,9.28,0,98.61
08-12-2018,18.54,32.32,24.69,2.24,89.12,10.31,0.05,98.7
09-12-2018,18.55,31.26,24.48,2.23,131.19,11.41,1.84,98.63
10-12-2018,19.83,31.54,25.12,3.13,179.75,12.57,7.43,98.51
11-12-2018,17.98,30.76,23.08,1.62,216.44,10.38,0.2,98.62
12-12-2018,13.58,30.56,21.44,2.4,110.06,8.73,0.03,98.77
13-12-2018,17.87,28.13,21.78,1.92,86.25,10.01,1.59,98.93
14-12-2018,14.89,29.32,21.42,3.2,36,9.58,0.09,99.06
15-12-2018,14.23,28.82,20.26,4.07,45.5,7.69,0,99.11
16-12-2018,12.51,25.13,18.11,4.46,53.62,7.63,0.09,99.15
17-12-2018,15.46,19.62,16.9,5.33,24.69,9.89,9.88,98.96
18-12-2018,14.16,26.15,18.54,3.69,95.44,9.58,0.4,98.94
19-12-2018,12.17,27,18.45,2.3,48.5,8.91,0,99.05
20-12-2018,10.75,27.62,18.27,2.45,46.75,8,0,99.02
21-12-2018,10.74,28.2,18.38,2.41,46.31,7.02,0,98.93
22-12-2018,9.74,28.32,17.69,2.99,59.38,6.16,0,98.93
23-12-2018,9.48,28.7,17.81,2.7,61,5.98,0,98.98
24-12-2018,10.09,29.2,18.5,2.69,66.94,5.86,0,98.9
25-12-2018,11.34,30.48,19.81,2.41,99.81,6.59,0,98.82
26-12-2018,13.06,31.3,21.89,1.95,192.94,7.93,0,98.66
27-12-2018,11.77,28.59,19.08,3.12,310.5,4.94,0,98.73
28-12-2018,8.29,26.45,16.29,3.12,26.38,3.97,0,98.91
29-12-2018,6.79,26.32,15.39,3.32,52.31,3.78,0,99.15
30-12-2018,6.69,27.17,15.91,2.91,60.88,3.54,0,99.29
31-12-2018,7.43,27.94,17.02,2.45,54.19,3.42,0,99.3
01-01-2019,9.33,29.83,18.75,2.28,60.69,3.78,0,99.25
02-01-2019,10.18,31.22,20.1,1.89,135.94,4.27,0,99.18
03-01-2019,12.16,30.21,19.63,1.74,104.62,4.27,0,99.24
04-01-2019,10.94,30.88,19.57,2.53,70.69,4.58,0,99.18
05-01-2019,11.15,30.44,19.88,2.38,104.06,5.62,0,99.01
06-01-2019,12.24,30.27,20.73,2.65,141.12,6.71,0,98.87
07-01-2019,15.08,30.05,20.89,1.89,161.94,6.35,0,98.87
08-01-2019,9.41,27.46,18.04,2.86,33.19,3.6,0,98.95
09-01-2019,10.19,29.13,18.7,2.41,99.88,3.42,0,98.92
10-01-2019,9.66,29.62,18.67,2.48,54.31,4.39,0,98.9
11-01-2019,10.74,29.48,19.3,2.45,118.75,5.55,0,98.92
12-01-2019,12.47,30.19,20.79,2.9,127.12,7.08,0,98.86
13-01-2019,14.98,30.26,22.23,2.8,129.19,8.24,0,98.89
14-01-2019,15.56,29.69,21.55,2.4,95.31,7.32,0,98.91
15-01-2019,11.95,28.9,19.4,3.13,44.88,4.88,0,99.02
